,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week
48,-0.70839083,-0.17695713,-0.78101563,-0.69038635,-0.44206238,1.5207555
49,0.48554522,0.15996164,-1.6578096,-0.08774266,-0.057528123,0.7891993
50,0.9375093,-0.8221625,-1.415585,-0.33801833,-0.26046073,-0.1457467
51,0.36927712,0.9563622,2.3928823,0.042068034,-0.14327393,0.1590062
52,-2.2272322,-0.039955862,-1.7077312,-0.20665859,1.2202898,-0.5829826
53,-0.11935439,-0.27586645,0.17573199,-0.17816085,-0.18619575,-0.7168561
54,0.36377937,0.16055122,-0.28320464,0.004299041,-0.03794164,-0.8852987
55,0.041688573,0.42766914,0.56542933,0.13955554,0.35910693,2.1275747
56,0.39071184,-0.0963388,0.69988525,-0.2196911,-0.07818691,1.1067797
57,-0.42521563,-0.20050584,0.8658132,0.32256943,0.81589574,-0.20113225
58,-0.08875092,0.060286053,1.2661824,-0.27768576,-0.1476057,1.3044336
59,1.3322371,-0.9656905,1.53854,0.7693492,-0.055428766,3.261188
60,-0.4608415,-0.7575752,0.9281588,-0.35375854,-0.15687169,-1.0914947
61,-1.161175,-0.0011488093,0.6069323,0.25985524,-0.5373663,-0.46288463
62,-0.28897473,-0.26217878,1.5244117,0.20988104,-0.4052736,-0.25170344
63,-0.6271991,1.2348313,-0.9363387,-0.58217955,9.909565,0.24256885
64,-0.8077579,0.19176196,-0.30178374,-0.34195912,-0.16997753,-0.6705916
65,-0.31586552,-1.2481028,-2.346403,-0.37055477,-0.18702286,2.1798303
66,-0.6705817,1.1989806,-0.0509679,-0.3763598,-0.35451937,1.1863184
67,-0.29640853,0.17567676,1.3825778,-0.14231813,-0.40559968,0.8235256
68,-0.122165054,-1.2289267,1.1174704,0.07693508,-0.32860425,-0.2108318
69,1.2214208,-0.2135932,1.1707231,-0.45710647,0.45837164,-0.083828405
70,0.3749828,-1.406359,-0.37220052,-0.1492913,0.1519288,0.16896561
71,0.47687796,-0.074558094,1.42884,0.46510768,-0.5174589,1.034686
72,-0.27639064,-0.27426374,1.1063635,0.13678816,-0.39960533,-0.5479384
73,-1.964051,1.4267141,0.33742166,0.78858644,-0.4142705,-1.8919873
74,-0.8681694,-0.15639439,-0.03903158,0.49371958,-0.36208823,2.0461545
75,-1.4208368,-0.85921973,0.22846042,-0.052470334,-0.21430638,0.9503372
76,1.0326738,-0.114734404,0.39529312,-0.28738818,-0.4096568,0.9461885
77,-0.81166613,-0.40283564,2.2144186,0.17664728,0.120394245,-0.841943
78,0.05309063,0.51508176,0.7361783,-0.1899473,0.23303738,0.46977866
79,-0.48388308,-0.099272296,0.20943235,0.16622242,-0.45465502,0.0474046
80,-0.16399017,-0.990933,-0.44023153,0.07964342,-0.018142976,1.1468062
81,-0.20208068,0.5379354,-0.84644055,-0.16205181,-0.42114806,0.4405034
82,-0.12518089,-0.572896,-0.10357056,-0.11600585,-0.43683523,-2.6270738
83,-0.53087646,-1.4021327,-1.0378428,0.0741484,-0.1563192,0.12691033
84,-0.19006859,-0.29604307,0.65100676,-0.007637475,0.17161565,-1.9133477
85,0.6787633,-1.9678749,-0.8125619,-0.47442058,-0.041187994,0.2752074
86,-1.9118915,0.10359557,-1.5921254,-0.64658874,-0.25519654,-0.12854207
87,-0.06526806,-0.8632534,0.8952791,-0.12107343,0.006141828,-0.8853321
88,0.08397372,-1.2786077,-0.34554124,0.038688432,-0.563701,0.7874195
89,-0.24371283,0.7495415,1.0065086,-0.058036003,-0.17925556,-1.5355252
90,0.42298722,-0.51322526,-1.7952795,0.064363554,-0.23530588,0.33851987
91,0.13191165,-0.66816336,-0.438918,-0.2981682,-0.42650694,1.2828767
92,1.6581558,0.28904885,0.49663785,-0.25103626,-0.08795704,-0.6055611
93,0.31531978,-0.89428717,-0.84706306,-0.32572943,-0.378316,-0.11691455
94,-1.9877188,1.8216108,-1.3601723,-0.2643674,-0.44369262,-0.80526865
95,0.6151929,0.15395424,-1.5113533,0.115717754,-0.15437874,0.18137908
96,0.7335481,0.1717143,1.0721818,-0.17010392,-0.023072446,-1.1024214
97,-0.6977634,-1.0014373,1.9195925,0.19379182,-0.21603505,1.254675
98,0.08442259,3.1200387,-0.8283359,0.11501422,-0.21134531,1.0150108
99,0.6544886,0.027824314,-2.5051925,0.4317644,0.004041743,-0.6018416
100,0.26214898,0.35261554,0.7970176,-0.50196606,0.6180125,2.728691
101,3.3214936,0.5143809,-0.9882291,-0.27298436,0.08366582,0.23772627
102,1.582679,0.26994765,4.5370774,50.74891,-0.5059174,3.7075148
103,2.4402974,-0.60331786,0.58754134,0.021608435,0.12517196,-0.76862174
104,-1.1884633,-1.2392683,0.4035657,0.2467835,-0.36068055,-0.07792822
105,0.7009392,2.4729786,0.059095625,-0.1933188,-0.33632493,0.9713768
106,-0.4399081,-0.57191247,0.36249396,-0.031622883,-0.32479185,0.30002764
107,1.2417352,1.689986,1.2834305,0.07979826,-0.39850983,0.7280522
108,-1.8506336,-0.030885292,0.48260823,-0.3823825,-0.015994897,-1.3629222
109,1.0084709,0.05254792,-0.27764857,-0.21949421,-0.284658,-0.81634134
110,0.4269602,2.0143101,-1.2662723,0.30354372,-0.06513781,-1.6835172
111,0.07230754,0.80824924,-2.0204666,0.10129825,0.04387628,-0.6976248
112,1.2165561,1.7407814,-1.332573,0.051080156,-0.21653235,0.13880001
113,-0.08137719,1.5510898,1.7808992,-0.20328568,-0.6131289,-0.6306696
114,-0.022571912,0.381072,0.042562317,-0.02763478,0.14861278,0.7117429
115,1.0206639,-1.3805797,0.88002616,-0.053815797,-0.00049814186,-0.85681784
116,0.35089138,0.6601666,0.42408136,0.44097638,-0.3686381,0.3280059
117,-0.62901646,0.53742254,0.3616234,0.012296931,-0.33808652,0.04977385
118,0.93270636,2.4279335,0.21095328,-0.056874413,0.22108649,-0.757664
119,0.90382236,-1.0938876,0.20927346,-0.19369635,1.4944956,-1.1287715
120,1.0882397,-0.28603268,1.6316596,0.28413007,-0.34325644,-0.35167313
121,0.40913332,2.2547016,-0.6792927,0.06571143,-0.46729663,0.43811947
122,0.4708717,0.1737908,0.6229693,-0.42723116,-0.6246787,1.6956323
123,0.053114355,1.2165059,0.828466,-0.3520908,-0.32858714,1.4142243
124,-0.16858004,-0.1287446,0.26367074,-0.15968558,0.019020569,-0.5939438
125,-1.4018914,-0.102291726,0.22288114,-0.17852224,-0.5056687,-1.7838584
126,-0.37660697,0.7316697,1.9863126,-0.19570617,-0.30988023,0.020865928
127,2.4564598,-0.48690486,-1.2317415,-0.016297532,-0.09778671,0.46181193
128,1.0824699,0.34916025,-0.45878932,0.018466983,-0.5275266,-1.7436128
129,-0.039255783,-0.98504597,0.73613733,-0.13817619,-0.4674102,-0.07971012
130,-0.73008376,0.8790612,-2.0562468,-0.2645129,0.1867579,0.6960336
131,-0.5389535,-0.5331295,0.17848432,0.038140997,-0.19495536,0.09125143
132,2.0298233,0.6028798,1.7094078,-0.23380376,17.506914,1.6171417
133,2.9866695,-0.8063348,1.9095565,0.48638308,-0.16264994,0.11639408
134,-0.8910518,-0.077458486,-0.27485728,-0.22400448,-0.5032014,0.05046246
135,-1.2633495,0.76228136,-0.30958265,-0.48901376,-0.102454804,0.3368983
136,1.3166258,-0.47654223,0.42528683,-0.20382139,-0.19392218,-0.48955852
137,1.2911654,-0.51857036,-0.48493138,-0.06420292,0.27444214,-1.1508636
138,0.4931041,-0.17138267,-0.14651047,-0.07277193,-0.5165645,-0.65202457
139,-0.700952,0.8129092,0.7020316,-0.15918924,-0.56206614,-2.2995884
140,0.2558527,-0.8860761,0.62245333,-0.05361012,-0.42628407,0.8953691
141,-0.6402207,2.0131114,-0.4979946,0.093437344,-0.26934075,0.13417658
142,1.9873803,0.13791026,-0.49466342,1.084483,-0.43322843,-0.08722647
143,0.14582606,-0.6285811,1.2781657,-0.048084743,-0.054138288,1.0319319
144,1.0997773,0.06413497,-1.0305469,0.20672758,-0.64001155,0.46617454
145,-0.55875427,-1.345977,-1.4283295,-0.23007204,0.1822864,-1.0580468
146,-1.8173491,-0.11905927,-0.015439189,-0.29850304,-0.24519745,-0.27563843
147,-1.505534,-0.5804615,0.80266285,-0.4462056,-0.15854155,0.57963645
148,-1.2571356,0.288262,-0.18324131,-0.008908263,-0.14779496,-2.597729
149,-0.57507175,-0.72410697,-0.22832413,-0.24813794,-0.26858342,1.5521884
150,22.049515,5.370716,42.577282,-17.524696,812.31213,33.045895
151,-1.104998,-0.21569718,-0.9441516,-0.03227977,-0.24349312,-0.9847071
152,1.016096,-0.8303137,-0.03005577,-0.22426309,-0.23690887,1.2959424
153,-1.5902823,-1.1366327,0.07432286,-0.29133305,-0.40257853,0.58734727
154,0.31562224,0.71110946,0.05310685,0.539376,-0.5407653,0.25667554
155,-0.75791997,-0.09301123,0.12426758,-0.38431558,0.061449718,-0.2294008
156,0.5509071,-0.41522354,1.6779596,0.6914428,0.22560558,-0.48247415
157,-0.53033733,0.13404487,-0.9912291,0.1540536,0.3283669,1.395184
158,0.08283783,0.9783375,-0.92801714,0.042483173,-0.47785485,1.3303261
159,-0.9714345,0.28722,1.7812532,0.5598314,0.028159872,-0.1636916
160,1.0131059,-0.9328146,-0.53321135,0.05514593,0.08473446,-0.14809814
161,1.0322219,-0.38545597,-0.11588532,0.052934457,-0.3127972,-0.04121572
162,1.3595039,0.5355693,-2.0154264,0.0015985874,-0.20508535,-0.027027491
163,-1.306699,0.6799785,-0.36549518,-0.15970787,-0.23816548,-1.0675689
164,0.94776523,-1.4804499,-0.6589014,-0.05216034,-0.23885033,-0.73773897
165,-1.3132901,-0.7157942,-1.0199157,-0.23150715,-0.24062695,-0.80217254
166,-0.8701979,0.40757245,-0.846864,0.112354,-0.26935083,0.15834215
167,0.25730234,-1.0720874,0.12480492,0.47552627,-0.36970666,0.6219379
168,0.13059796,0.07743609,0.8744063,-0.14710015,-0.2363115,-0.48337388
169,0.8961216,-0.57655215,-0.09605347,-0.28295594,-0.25825766,0.95660204
170,-1.649342,-0.782419,0.84777814,-0.023652708,-0.3837874,0.2756806
171,-0.6745591,-0.3583101,-0.11026582,-0.26302525,-0.035358913,0.2736862
172,-0.7091343,0.5595208,-0.3350472,-0.21068427,-0.021540971,-0.94768566
173,1.3838512,-0.43609512,0.7943174,-0.026804373,-0.6536629,-0.23572661
174,1.0709857,-0.15742418,-0.5928255,-0.22181092,-0.19819352,0.36337167
175,-0.88945585,0.03904886,0.2072746,0.24212776,-0.12637073,0.8038616
176,0.40556982,0.6814118,-0.39028928,0.1893546,-0.42586082,-0.7767067
177,-0.85223097,1.7536662,0.020297604,-0.066230446,-0.28921697,-0.1533433
178,0.0030085633,-0.6846947,-0.2256183,-0.3252032,-0.28759396,0.8834476
179,0.95760375,-1.928404,0.366169,0.009195398,0.2271762,0.895315
180,-1.5208821,2.4392283,0.5139497,-0.112702884,-0.3972372,-1.2882462
181,-0.7632343,0.1983391,-1.9085742,-0.17201692,-0.3451667,-0.5066247
182,1.0627207,-0.5033107,-0.96536773,-0.28314656,-0.15933758,0.5338433
183,-0.16062093,0.20382063,0.032558564,-0.29753667,-0.14803615,0.5296922
184,1.6428381,1.208078,0.19786395,-0.17433214,-0.40399387,0.432829
185,-0.078571685,-0.3284808,-0.13048302,-0.48399025,0.20126098,-1.464699
186,0.45799026,-0.22988154,-2.2711947,-0.20478229,8.234379,0.011173655
187,0.7765865,-1.2387217,0.6905457,-0.16642502,-0.057679195,-0.09089867
188,-0.9695017,1.7795669,0.360325,-0.24265553,-0.3526345,-1.3792866
189,-0.2633681,0.9321509,-0.6498135,-0.118930206,-0.4810264,-0.33148038
190,0.5694914,-0.48176536,0.26110193,-0.16899936,-0.53370345,-0.55547976
191,0.11244393,0.90061384,1.8102585,-0.19176413,-0.22677964,-0.47005183
192,-0.01905177,1.5415642,-0.60922664,0.20295562,-0.3186759,-2.1212554
193,1.6851863,-0.524558,-0.5639655,-0.14470577,0.5822441,-0.8319449
194,-0.26368004,-0.121827036,-0.3890659,-0.31184095,-0.1082057,0.5666067
195,-0.8360686,-1.5359836,1.2701726,0.13530964,-0.36804932,0.36135435
196,0.14692314,0.4825048,2.1288657,-0.111197345,0.12810679,0.9484747
197,0.73966515,0.35638258,-1.5945348,-0.451242,-0.28287813,0.9680118
198,0.6620176,0.18725422,-0.4758957,0.09891232,-0.0315929,0.21500541
199,0.076992184,0.72066635,0.5050896,-0.09134188,0.13743265,1.4966209
200,0.5057511,-0.43123332,0.742116,-0.36425757,-0.03797789,-0.44729835
201,-1.3875347,1.549081,-0.90467286,-0.0031196924,-0.3094783,-1.5878162
202,1.4530723,-0.40874615,-1.7855811,0.24882928,-0.5847587,-0.7075968
203,-0.64745164,0.34555706,-0.13342166,0.0041651977,-0.46764785,0.5466039
204,-1.554036,0.8513597,0.64989865,-0.1878019,-0.534859,-0.8181269
205,-0.1848029,-0.5422153,1.2412498,-0.03479861,-0.124939084,0.26397982
206,-1.9011319,-0.06068501,-0.61211795,0.054440558,-0.17221788,-0.022414615
207,0.38487938,-0.7343428,0.7834811,-0.22882926,0.414628,1.2903607
208,0.18736364,-0.02717347,0.28628597,0.020508846,-0.51788074,1.1061157
209,-0.48291647,2.8814528,0.21489686,-0.13332704,-0.17732802,-0.70091003
210,-0.5947511,2.1190896,0.06458425,0.05366036,-0.61052233,1.0531576
211,-0.72830456,0.17209126,1.168632,-0.6611759,-0.2132383,-0.21288607
212,-0.8127484,-1.0614682,-0.78203756,-0.014922458,-0.26645985,-0.34383512
213,-1.3184979,1.074477,1.394338,-0.19618586,0.45849165,0.40443715
214,-1.3991868,0.10126233,0.5709343,-0.13510983,0.04763955,-0.110875465
215,-0.9881967,0.7804022,-0.75489956,-0.22031246,-0.17720655,0.8575279
216,1.1155807,-0.93077296,0.26307562,-0.09854385,-0.2503664,0.0028537498
217,-0.5589326,1.9273323,1.4756148,0.048675634,-0.24915569,-0.958364
218,-0.2607194,1.4503341,-0.44077685,-0.0563984,-0.3407723,-0.7077508
219,0.9600151,0.16030662,-0.15338117,-0.25499377,-0.36637908,1.2451485
220,0.33621192,-1.2924702,1.0072345,3.191058,-0.46441627,2.372831
221,-0.77088976,-0.4650726,-0.9820187,-0.10131552,1.6610302,0.31848672
222,-0.9433847,-0.18368632,0.33051443,-0.19719745,-0.5549768,-0.9512362
223,-0.17482781,-0.8364102,-0.08397085,0.9931311,0.63519657,0.9888706
224,6.665946,-0.16260654,11.264451,-4.5026674,197.01476,7.8603973
225,-0.4260296,-1.3086076,-0.45965472,0.29192352,-0.18825819,-0.3639276
226,1.0500017,0.2205848,0.32750037,-0.17123055,-0.15889679,0.69310397
227,-0.045753736,-0.71632564,-1.9139305,0.09666971,-0.2583279,-1.6302927
228,0.044236228,0.72264063,0.6788247,-0.07625789,0.25919348,0.028548745
229,-1.2224833,0.16684897,-0.45225045,-0.07759073,-0.16294444,-1.2976496
230,-0.49669668,0.13004024,1.5904127,-0.2898234,-0.60785234,0.5381521
231,3.2931292,0.68282515,0.8261494,0.1401508,-0.17969176,-0.21508385
232,-0.33438084,-0.9151206,-2.9039347,-0.22441943,-0.16330421,-0.8611635
233,-0.24431577,-0.31946704,-1.5770313,-0.08746335,-0.012187027,-0.50474864
234,0.74020106,0.20680514,0.37625638,0.10716609,-0.27939186,1.0650532
235,0.9229058,-1.2220768,-0.54176974,-0.027027983,-0.23060098,-0.042787954
236,0.15857492,-0.45939076,-1.1021138,-0.37117088,-0.6367115,-0.1969598
237,3.3271616,-0.40608534,-1.5577301,-0.21426176,-0.4377671,-0.7994997
238,-1.3837882,0.4275838,0.005903181,-0.17468861,-0.19179234,-1.1382917
239,-1.2888151,-0.51162595,0.16033703,-0.28701377,0.026191447,-1.1632733
240,-0.21905416,-0.95605636,-0.13254584,-0.114885,-0.095950626,-2.3251512
241,0.9262226,-0.59868807,1.7256817,1.4031526,0.1585547,0.70854264
242,-0.8708505,0.831003,-0.36711267,-0.23593616,-0.46190515,-0.0452964
243,-0.31234977,0.66646135,0.38181683,-0.0071099233,-0.15081051,0.00032855838
244,-0.35633066,1.1575749,0.49414894,0.15475081,-0.032921426,0.17417262
245,-0.9983932,-0.054706182,0.25945067,-0.18465944,-0.05943011,0.5766254
246,-0.362058,-0.4312356,-0.6738094,0.030392965,0.18887469,-1.0484922
247,-0.52445966,3.5768614,-0.029684285,0.29351512,-0.12277018,-1.0296139
248,0.3018369,-1.4502655,-0.025769765,-0.20533356,0.5388552,0.87621605
249,0.40904924,0.59074426,0.12462511,-0.38715366,-0.089299686,-0.37673947
250,0.60683215,-0.021841474,-0.21444066,-0.17675056,-0.20048442,-0.25831863
251,2.2916148,0.67793393,-3.2617831,-0.06709541,-0.5019101,-1.49549
252,-0.8742908,1.0405957,-0.16815774,0.11991277,0.535917,-0.004530611
253,-0.22014281,-0.86488587,0.5096307,-0.6956945,0.07068099,1.4492958
254,-0.03821738,0.67150885,-0.0594974,0.08533284,-0.2533368,-0.6496014
255,-1.073228,-1.9029723,-0.6391824,-0.4818505,-0.0746782,-1.2848445
256,-0.93628883,-0.75716466,-0.38193065,0.14244765,-0.5744608,0.2184175
257,0.39649218,0.8448573,-3.2982512,0.1037569,-0.14174758,-0.80487883
258,-0.68555623,-0.7553466,0.43489096,-0.18907505,-0.37207982,-0.70041174
259,0.02541044,2.2131906,0.0016066156,0.4790924,-0.2701752,-0.39765248
260,-0.68240297,-0.6242889,0.78809536,-0.75088215,1.0782034,0.3073013
261,-0.012086237,-0.029267956,-1.6829025,-0.5509399,-0.2132598,-0.72402203
262,-0.5548452,-0.7562857,0.4592062,-0.18748096,-0.45160598,0.42252815
263,0.43336752,-0.75991243,-0.5243007,-0.39280358,-0.17084928,0.48775646
264,-1.4166298,0.4652458,0.055431433,-0.25944299,0.0871908,0.41865045
265,-0.63856995,-0.40894312,-0.49776253,0.010058931,-0.26809952,-1.1861049
266,0.89361763,-0.22404718,0.8109916,-0.3000721,-0.19184732,-0.5558541
267,0.7311434,0.31778547,-4.2104044,-0.06935786,-0.26995152,-1.6189967
268,-0.21081498,-1.8065462,-0.20826322,0.075683594,0.47765183,0.3647357
269,-1.4979959,0.90932894,0.9034462,-0.11317783,-0.5548258,0.5851813
270,2.1986637,0.40669987,-1.5617219,-0.33799115,-0.54575664,0.19406171
271,-0.60792756,1.2361035,0.5798026,-0.22207853,-0.54095936,-0.113182604
272,-0.01245113,-1.2590767,1.223089,0.010586606,-0.34234482,0.7854497
273,-1.0265383,0.3089835,1.6712365,-0.06659165,-0.23521468,0.31088802
274,-0.055934403,1.6169381,-0.06688404,0.043846257,-0.09914641,-1.2265358
275,-1.1165473,0.23920278,0.39604542,-0.04489483,-0.33757704,0.1020301
276,-0.43927455,0.8907691,1.0154934,-0.45774883,-0.37238964,-0.79553294
277,0.9970847,-0.28713614,-0.98855996,-0.1229527,-0.4290992,-0.31188253
278,-1.2142618,0.7246945,0.16621535,0.15479316,-0.73129725,1.0897396
279,-0.5844212,-1.138108,1.066794,0.4199718,-0.49900755,-0.17377819
280,3.4087236,1.3570681,-0.042880367,-0.47471952,0.18665044,-1.5364106
281,0.4147532,-0.2859309,0.8509275,0.11098603,0.05388136,-1.8579037
282,-1.6237018,0.3871672,0.7325172,0.27809325,0.52082,0.38836476
283,0.15221567,0.8823748,2.0930383,1.2989442,-0.30015618,-1.8956195
284,-0.21987504,-0.6139863,1.3209933,-0.1671418,-0.07726107,0.90584713
285,0.8201433,-0.17462847,0.44598934,-0.13821971,-0.34437984,-0.67077416
286,-0.43020576,-0.13670202,0.063688874,-0.102519594,-0.034133893,-0.6711814
287,0.95764095,3.7149444,-1.1539645,0.17503974,-0.32601947,0.865321
288,0.18916285,0.29669002,0.7659733,0.1083097,-0.2873014,2.0536823
289,-0.8457607,-0.21769333,-0.63734066,-0.35550323,-0.268082,1.4412302
290,0.7437108,-0.1262212,-1.2198043,-0.19175915,-0.124088764,0.61287427
291,0.113946386,-0.6555309,0.025558095,-0.66249144,-0.2293692,1.4013082
292,-0.030803723,1.7255619,-0.8337141,0.035430085,-0.4329995,0.43782037
293,-1.1146269,-0.561069,-1.4378693,-0.33232114,-0.2063358,-2.2225478
294,-0.2297421,0.146774,-1.7688097,-0.5496121,0.07156732,-0.49338976
295,-1.1368276,0.073379725,-0.45550132,-0.4534905,-0.07625622,0.31079116
296,0.90952444,0.5109645,0.21262166,-0.04320828,12.012916,0.88491017
297,0.6095494,-1.2065412,0.9054178,0.75454944,-0.1996133,0.62530494
298,0.68178004,-0.24627838,-0.35592577,0.09092766,-0.015639542,1.4851316
299,-0.24046694,0.39742854,2.1730952,-0.51893973,-0.06400529,1.4227947
300,2.4192371,-0.29719537,-1.2019564,0.09872833,-0.15445234,-0.5215455
301,0.13186663,0.3438554,1.5029508,-0.42644414,0.15251227,0.92667747
302,-0.37575266,-1.0246997,1.1968658,1.6277733,-0.23315631,-0.34490415
303,0.6726626,1.5363917,-1.2222524,-0.06661587,-0.73751694,-0.015398921
304,-0.9159773,-1.1212422,0.9030352,-0.038779248,-0.20335834,-0.113567136
305,-0.013350192,0.92833245,-0.24844822,-0.1920223,0.0047656028,-1.3349901
306,-1.3784046,-0.8301475,-1.4033597,-0.047773186,-0.19109704,-0.688196
307,1.9753556,-0.7399142,0.4011274,-0.1323888,-0.12539159,-0.86139566
308,-1.2977599,0.011477659,-1.018958,0.2178184,-0.18844782,-0.09258267
309,-1.5431215,-0.31913292,0.9587664,-0.19302422,-0.19550587,-0.14525168
310,-1.0483956,0.7218552,-0.30730796,-0.062633745,-0.23092203,-1.8482945
311,-0.74469435,0.12447841,-0.3893975,-0.4394277,-0.14310107,0.06100565
312,2.1404607,-0.4880513,1.0116073,-0.028079567,-0.28891435,0.7524356
313,-1.1357994,-0.33296508,1.178196,-0.20743448,-0.44192648,-0.9127827
314,-0.37504876,1.1260579,-1.4976571,0.7182666,-0.053951494,1.9796264
315,-0.031172264,-0.6548935,0.39344174,-0.3185503,-0.2701354,0.49338734
316,-1.0558985,0.3182416,0.21720709,0.21026707,-0.2795708,-0.10472813
317,-1.2736695,-0.51424205,0.47909218,-0.25989434,-0.28689882,-1.9973975
318,-0.4879144,-0.099441834,-0.027759623,-0.811217,-0.30088568,-0.2860565
319,-2.021916,0.89332426,1.4480665,0.75309324,-0.55585533,-0.7454955
320,1.2207505,0.122225046,-0.020580184,0.246657,0.032254037,1.2384697
321,-0.18997085,1.740107,-1.112009,0.066686876,0.14574262,-1.3709723
322,-0.85983336,-1.0702611,-1.2279997,0.06197614,0.030630467,0.044317804
323,2.917359,0.64110714,-1.3283656,-0.049207088,-0.08938804,-1.0453725
324,2.1338947,-0.18538237,-0.9512953,-0.17972216,-0.37985352,-1.4645307
325,-1.1815858,0.71522504,-0.67631334,-0.44682842,-0.21736114,0.97359437
326,-1.6736511,0.43333623,-2.5766194,-0.12517317,-0.19767682,-0.3233643
327,0.8395555,-1.393691,1.7238295,-0.2816098,-0.10789251,0.07235257
328,5.950678,1.3070127,9.386836,-4.1613894,186.68315,7.8116074
329,-0.57782495,-0.5962046,-0.32947528,-0.56093675,1.0652614,-1.0879829
330,0.3154377,-0.49958518,-0.4768679,0.021065371,2.0601635,-0.0674688
331,-0.9515929,0.8023257,0.008598595,0.26024818,-0.5542476,0.13152306
332,0.6555377,-0.40845418,0.94116193,-0.26289585,5.966451,1.2497218
333,2.2493308,-1.3532577,1.2629647,0.07519327,-0.09345826,-0.2603977
334,0.6520551,-0.358312,-0.5179449,-0.16293044,-0.1364884,-0.14407407
335,-0.37586117,0.0640329,0.25565845,-0.1545447,-0.18672453,0.43565172
336,0.55223507,-0.47520912,-0.3395526,0.27308658,-0.22188042,-0.5144931
337,0.37847492,-0.25826785,-0.16223168,-0.1880264,-0.35762328,-0.3178046
