,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember,y
141,684.0,49.0,5.0,0.0,2.0,298.97803,Spain,Female,0,1,0.0
142,682.6336,54.083233,7.0,0.0,2.0,95481.16,France,Male,1,1,0.0
143,557.0158,39.0,2.0,0.0,2.0,56666.89,France,Male,1,0,0.0
144,780.05896,35.0,5.0,124193.95,2.0,165512.73,France,Female,0,1,0.0
145,529.93854,53.207066,6.9939137,66752.16,1.0,60498.656,France,Female,0,1,1.0
146,467.7671,56.045765,4.0,0.0,1.0,121879.875,Germany,Male,1,1,0.0
147,667.3083,24.0,2.0,0.0,1.0,194478.17,France,Male,1,1,1.0
148,705.7778,36.0,8.0,0.0,1.0,28005.799,France,Female,1,0,0.0
149,447.78918,29.868464,5.0,170823.25,1.0,126037.195,France,Female,1,1,1.0
150,748.70966,82.377975,5.0,134431.25,4.0,116078.805,Germany,Male,1,1,0.0
151,752.09827,39.0,4.0,0.0,2.0,155206.14,Spain,Female,1,0,0.0
152,629.52045,87.47788,1.0,0.0,3.0,30668.477,France,Male,1,0,0.0
153,756.0033,32.0,3.0,0.0,1.0,102019.52,France,Male,1,0,1.0
154,602.30066,32.0,2.0,0.0,2.0,137535.03,France,Male,0,1,1.0
155,666.92957,51.75599,0.0,138278.72,1.0,50583.16,France,Female,1,0,0.0
156,420.0086,37.0,0.0,139987.9,1.0,1035.5623,Germany,Male,1,0,0.0
157,782.0698,61.0,8.0,132827.84,1.0,171364.98,Germany,Male,1,1,0.0
158,493.56204,72.71501,10.0,155747.78,1.0,452.92563,Germany,Male,1,1,0.0
159,714.02264,36.0,7.0,157157.97,1.0,9450.566,Spain,Female,0,1,0.0
160,674.5407,37.0,8.0,156981.19,1.0,48901.258,France,Female,0,0,1.0
161,804.6579,33.0,9.0,132742.39,1.0,139938.02,Germany,Male,1,0,0.0
162,641.91766,31.0,6.0,164986.53,3.0,160301.47,France,Female,1,0,0.0
163,738.6913,43.0,6.0,0.0,1.0,50698.02,Spain,Male,1,1,0.0
164,686.67163,49.0,0.0,155063.64,1.0,122058.25,Germany,Male,1,0,1.0
165,576.80884,37.0,4.0,179144.06,1.0,178275.38,Spain,Male,1,1,1.0
166,542.0138,49.614506,9.0,158042.25,2.0,103169.71,Spain,Female,1,0,0.0
167,522.65564,43.0,9.0,142549.0,2.0,32771.914,Germany,Female,0,1,1.0
168,544.7819,53.0,5.0,114831.18,1.0,112413.54,Germany,Male,1,1,0.0
169,574.3007,68.46455,1.0,0.0,1.0,177095.98,Germany,Male,0,1,0.0
170,850.0,44.0,4.0,170260.52,1.0,39335.684,Spain,Male,0,0,0.0
171,468.79135,43.343136,5.0,0.0,2.0,3018.0574,France,Male,1,0,0.0
172,730.8171,36.0,1.0,85833.99,1.0,156338.17,France,Male,1,1,0.0
173,652.0,31.0,6.0,138646.11,1.0,134432.81,France,Male,1,1,0.0
174,543.61804,37.0,7.0,0.0,1.0,34155.137,Spain,Male,1,0,0.0
175,375.0873,56.0,10.0,0.0,1.0,198573.36,France,Female,1,1,0.0
176,704.64813,40.0,8.0,0.0,2.0,46315.05,France,Female,1,0,0.0
177,675.0335,36.0,9.0,131608.84,1.0,136416.66,Spain,Male,1,0,1.0
178,725.0483,28.0,1.0,138962.38,2.0,61002.523,France,Female,1,0,1.0
179,602.0229,59.94323,4.0,110033.07,1.0,189443.39,Germany,Female,1,1,0.0
180,572.2898,36.0,3.0,117890.2,1.0,185051.34,Spain,Female,0,1,0.0
181,603.6577,42.0,5.0,0.0,2.0,158234.53,France,Male,0,1,1.0
182,719.0805,49.41747,1.0020566,153800.2,1.0,185134.8,Germany,Female,0,1,0.0
183,503.30252,33.0,4.0,134942.92,1.0,147712.34,Spain,Male,1,0,0.0
184,518.6633,41.0,10.0,128518.26,1.0,126445.7,France,Male,1,0,0.0
185,705.0,67.94191,5.0,127652.6,2.0,59739.477,France,Male,1,1,0.0
186,488.8529,44.0,2.0,0.0,2.0,51910.695,France,Female,1,1,0.0
187,637.5496,37.0,2.0,89157.7,1.0,137094.62,France,Female,1,1,1.0
188,692.095,41.0,10.0,0.0,2.0,116816.125,France,Male,1,1,0.0
189,551.84,49.0,2.0,0.0,1.0,187369.12,France,Male,1,1,0.0
190,591.82916,86.52051,5.0,0.0,2.0,80076.555,Spain,Female,0,1,0.0
191,665.0784,48.0,6.0,112689.64,1.0,177470.81,Spain,Male,1,0,0.0
192,608.0,29.0,5.0,167390.36,2.0,30979.096,Spain,Male,0,0,0.0
193,519.03265,41.0,9.0,182914.58,2.0,139791.45,France,Female,1,1,0.0
194,589.4135,38.0,10.0,0.0,2.0,12645.497,France,Male,1,1,1.0
195,624.0,60.462444,0.0,102202.9,1.0,154087.28,France,Male,1,1,0.0
196,723.57544,37.0,4.0,157238.81,1.0,176424.75,Germany,Male,1,0,0.0
197,602.5981,20.074978,8.0,0.0,2.0,144059.23,Spain,Male,1,1,1.0
198,624.2806,36.0,7.0,86098.65,1.0,179369.27,Germany,Male,1,0,1.0
199,564.3917,43.133728,0.0,141013.47,2.0,100956.76,Germany,Male,1,1,0.0
200,629.4702,35.0,5.0,0.0,2.0,103844.58,France,Female,1,0,1.0
201,850.0,47.0,4.0,0.0,2.0,18448.648,Spain,Male,1,0,0.0
202,650.4735,30.0,4.0,133300.92,1.0,176246.45,Spain,Male,1,0,0.0
203,548.2514,39.0,3.0,0.0,2.0,190001.58,Spain,Male,1,1,0.0
204,435.53397,49.0,2.0,0.0,1.0,81487.93,Germany,Female,1,0,0.0
205,655.9284,24.0,3.0,104536.55,1.0,32521.418,France,Female,1,1,1.0
206,541.1955,53.54738,9.0,114182.06,1.0,49352.71,France,Female,0,1,0.0
207,652.0,29.0,9.0,128440.4,1.0,29757.701,Germany,Female,0,1,0.0
208,680.06775,45.625885,9.0,0.0,2.0,2667.95,France,Male,1,1,0.0
209,618.3965,43.0,4.0,99194.01,2.0,110339.49,Germany,Male,1,0,1.0
210,648.7339,57.0,2.0,0.0,1.0,93687.586,Spain,Male,1,0,1.0
211,509.84903,57.538704,7.0,116680.03,1.0,52526.746,France,Male,1,1,0.0
212,684.0,29.0,6.0,0.0,1.0,152012.19,Spain,Male,1,0,0.0
213,598.66693,43.0,7.0,126932.984,2.0,183365.8,Germany,Female,1,1,0.0
214,671.46185,46.0,1.0,128656.61,1.0,157635.02,France,Male,1,1,0.0
215,527.7977,53.195087,8.0,0.0,1.0,13272.02,France,Female,1,1,0.0
216,789.17615,38.0,10.0,103234.805,1.0,39333.676,Spain,Male,0,0,0.0
217,669.191,32.0,6.0,0.0,2.0,75758.3,France,Female,1,0,0.0
218,616.74365,22.057337,10.0,184840.75,1.0,171034.23,Spain,Female,1,1,1.0
219,610.31604,48.0,10.0,0.0,2.0,192704.88,Spain,Female,1,1,0.0
220,528.9709,37.0,3.0,62956.184,1.0,80621.57,France,Male,1,0,1.0
221,678.892,39.0,5.0,0.0,1.0,126344.63,France,Male,1,0,0.0
222,527.119,81.86444,4.0,92255.96,1.0,108034.71,Spain,Male,1,0,0.0
223,585.3062,39.24902,5.0,91674.7,1.0,146638.86,Germany,Female,1,0,0.0
224,671.5706,39.0,6.0,0.0,1.0,93001.39,Germany,Male,1,1,0.0
225,679.2039,38.0,3.0,101808.305,1.0,18808.113,France,Male,0,1,0.0
226,744.9256,42.0,8.0,135180.05,1.0,195865.33,Germany,Female,0,0,0.0
227,555.7773,29.0,5.0,0.0,2.0,150544.39,France,Male,1,1,0.0
228,693.78577,47.934345,9.0,0.0,1.0,146199.22,France,Male,1,1,0.0
229,517.6185,50.0,10.0,0.0,2.0169158,25112.15,France,Male,1,0,0.0
230,751.92346,39.0,6.0,0.0,1.0,29997.625,France,Male,1,1,0.0
231,836.41064,28.714252,6.0,130727.96,1.0,45878.445,Spain,Female,1,0,0.0
232,706.93097,28.0,6.0,194850.52,1.0,146776.25,France,Female,1,0,0.0
233,597.48865,46.0,2.0,96123.65,1.0,140658.84,France,Male,1,0,0.0
234,566.2069,37.0,3.0,0.0,1.0,185258.89,France,Male,1,1,0.0
235,650.892,34.0,6.0,137182.75,1.0,74784.12,France,Male,1,0,0.0
236,846.2329,74.30158,10.0,0.0,1.0,107637.39,France,Female,1,1,0.0
237,740.98804,32.0,2.0,0.0,3.7607524,195914.44,France,Female,0,0,0.0
238,601.35187,41.504997,7.0,134915.7,3.0,15006.428,France,Female,1,1,1.0
239,497.23184,41.0,7.0,137279.23,1.0,111951.22,France,Male,1,1,1.0
240,597.6972,46.810448,9.0,134640.28,1.0,41428.84,Germany,Male,1,1,1.0
241,652.0,47.0,8.0,0.0,3.0,112449.16,Spain,Male,1,1,0.0
242,697.64905,39.0,3.0,116793.65,2.0,95962.055,Germany,Female,1,1,0.0
243,613.23535,62.062492,6.0,0.0,4.0,59470.34,France,Female,0,0,0.0
244,850.0,55.1296,5.0,151030.34,3.0,109018.164,Spain,Female,1,0,1.0
245,426.90723,38.0,2.0,182684.02,2.5358803,37559.13,France,Male,1,0,0.0
246,616.25824,29.0,4.802074,0.0,1.0,13216.921,Spain,Male,1,0,0.0
247,759.7579,46.0,4.0,0.0,2.0,61933.016,France,Male,1,0,0.0
248,548.69745,48.0,5.0,0.0,2.0,80202.85,France,Female,1,1,1.0
249,605.0378,44.0,3.0,0.0,1.0,140737.98,France,Female,1,1,1.0
250,538.98334,37.0,4.0,0.0,1.0,116601.68,Germany,Male,0,0,0.0
251,723.5056,27.023664,10.0,139944.47,2.0,63874.37,Germany,Female,1,1,0.0
252,561.4739,37.0,6.0,0.0,2.0,188905.8,Spain,Female,1,1,1.0
253,579.3814,35.0,5.0,137915.44,1.0,168508.95,France,Male,0,0,0.0
254,426.00467,34.0,6.0,108905.24,1.0,24249.326,France,Male,0,0,1.0
255,850.0,41.0,7.0,0.0,1.0,89995.53,Spain,Female,1,0,0.0
256,697.3429,55.0,5.0,149642.33,1.0,160979.83,Spain,Female,1,1,0.0
257,788.55927,53.0,2.0,104473.61,1.0,135592.64,Germany,Male,0,1,1.0
258,646.24365,26.0,1.0,0.0,2.0,36248.395,France,Female,1,0,0.0
259,547.30646,26.0,8.0,149888.94,2.0,128354.7,Germany,Male,1,0,0.0
260,850.0,34.0,3.0,118343.45,2.0,18266.26,Germany,Male,0,0,0.0
261,611.2152,29.0,7.2329106,0.0,2.0,67038.16,France,Male,1,1,1.0
262,429.3313,34.0,5.0,0.0,2.0,76517.16,France,Male,1,0,0.0
263,543.7747,39.0,7.0,117150.0,1.0,100165.66,France,Male,0,0,0.0
264,530.4088,37.0,6.0,0.0,1.0,99216.36,France,Female,0,0,0.0
265,553.1682,53.329155,10.0,130650.32,3.0,67386.13,Spain,Male,0,0,0.0
266,485.26413,37.0,6.0,135931.48,1.0,42608.703,Germany,Male,0,1,0.0
267,752.1798,36.0,5.0,0.0,1.0,168717.89,France,Female,1,0,0.0
268,671.344,32.0,5.4773116,0.0,2.0,89639.21,France,Male,1,1,1.0
269,492.59885,29.0,4.0,0.0,2.0,1741.1699,Spain,Male,1,1,0.0
270,505.26657,71.13867,1.0,115454.305,1.0,189997.34,Spain,Male,1,0,0.0
271,691.4302,39.0,10.0,173511.95,4.0,48582.047,Spain,Male,0,1,0.0
272,562.65137,49.134846,8.0,0.0,2.0,145787.83,France,Male,0,1,0.0
273,658.2995,60.0,4.0,0.0,1.0,171794.64,Spain,Male,0,0,0.0
274,773.53656,38.0,8.0,124375.8,1.0,70646.82,Spain,Male,0,1,1.0
275,620.58527,30.0,9.0,160887.0,1.0,138106.22,Germany,Male,1,1,0.0
276,509.26987,35.911865,3.0,144897.62,1.0,78195.72,Germany,Male,1,0,1.0
277,614.6265,91.5585,1.0547615,0.0,1.0,63348.844,Spain,Male,0,1,0.0
278,680.69116,42.0,6.0,139892.8,1.0,42221.88,France,Female,0,1,0.0
279,563.5953,37.0,5.0,127855.35,2.0,97791.0,France,Female,1,1,0.0
280,850.0,49.0,8.0,182692.34,1.0,153809.81,Germany,Female,0,1,0.0
281,636.67896,33.0,1.0,0.0,1.0,19750.824,France,Male,1,0,0.0
282,718.8241,43.0,4.0,129812.91,2.0,8173.9326,Spain,Male,1,1,1.0
283,505.21643,30.0,6.0,116019.36,1.0,150275.28,Spain,Female,1,1,0.0
284,682.63043,29.0,10.0,114293.68,1.0,25789.46,Spain,Male,1,0,0.0
285,608.9175,41.0,10.0,0.0,2.0,40584.668,France,Male,0,1,0.0
286,681.4298,35.0,0.0,107772.48,1.0,45589.965,Germany,Female,1,0,0.0
287,686.57996,31.0,8.0,0.0,1.0,178295.33,France,Female,1,0,0.0
288,663.8758,42.0,0.0,0.0,2.0,174624.9,Germany,Female,1,0,0.0
289,699.7672,47.0,3.0,102963.74,2.0,79900.87,Germany,Female,1,1,0.0
290,760.19855,34.14816,9.0,93128.6,1.0,181754.86,Spain,Male,1,1,1.0
291,528.31305,47.46689,7.0,122989.195,1.0,58261.727,Spain,Male,1,1,0.0
292,543.6494,40.94117,10.0,0.0,2.0,10010.637,France,Male,1,1,0.0
293,624.9202,67.99139,1.0,0.0,1.0,46710.938,France,Female,1,0,0.0
294,735.61273,45.0,5.0,119917.59,2.0,186267.67,France,Female,0,0,0.0
295,488.10522,62.83568,4.0,0.0,1.0,176309.36,France,Female,1,0,0.0
296,532.9503,36.0,0.0,0.0,2.0,132560.64,France,Male,1,0,1.0
297,511.72543,39.0,10.0,0.0,4.0,383.6833,Spain,Male,0,0,1.0
298,608.0,48.039806,5.0,0.0,1.0,27965.23,France,Male,1,1,1.0
299,494.50882,58.0,4.0,103420.66,1.0,144887.14,France,Male,1,0,0.0
300,762.5015,38.0,9.0,145952.1,1.0,62113.05,Germany,Male,1,0,0.0
301,607.59485,41.0,1.0,146301.84,3.0,92125.05,France,Male,1,0,0.0
302,659.2355,34.0,7.0,132022.42,2.0,109649.75,France,Female,0,0,1.0
303,481.99963,37.0,3.0,64404.516,3.0,117141.375,Germany,Male,1,1,0.0
304,572.06836,23.0,8.0,0.0,2.0,180341.28,France,Female,1,0,1.0
305,585.8951,44.0,3.0,113005.164,3.0,45650.88,Germany,Male,0,1,0.0
306,769.5668,62.968422,1.0,0.0,2.0,9240.242,France,Female,1,1,0.0
307,519.9538,41.0,0.0,0.0,2.0,152586.55,France,Female,1,1,0.0
308,513.67505,58.0,9.0,0.0,2.0,126434.16,France,Male,1,1,0.0
309,562.0754,46.0,8.0,110052.45,2.0,24741.066,Spain,Male,0,0,0.0
310,637.71423,39.0,10.0,139784.06,1.0,23141.057,France,Female,0,0,1.0
311,575.3236,23.510096,8.0,129997.16,1.0,163443.95,France,Male,1,0,0.0
312,710.7217,46.144318,4.0,185941.2,3.0,16322.929,France,Female,0,0,0.0
313,512.691,66.89529,4.0,112540.6,2.340745,48165.3,Germany,Female,1,1,0.0
314,850.0,48.0,10.0,0.0,1.0,40481.188,France,Male,0,1,0.0
315,728.8287,29.0,3.0,0.0,1.0,153520.25,France,Female,1,0,0.0
316,632.76733,38.0,3.0,0.0,2.0,63941.977,France,Male,1,1,1.0
317,833.7372,43.0,5.0,0.0,1.0,170780.58,France,Female,0,1,0.0
318,736.22217,42.0,5.0,167231.2,2.0,168109.84,Spain,Male,0,0,0.0
319,841.4592,68.73745,2.0,128200.15,1.0,153393.36,Spain,Male,1,1,0.0
320,518.32056,47.472782,1.0,0.0,1.0,131660.48,Germany,Female,1,0,1.0
321,536.6291,27.0,3.0,126900.92,1.0,104812.195,France,Female,1,1,1.0
322,718.9576,39.0,1.0,104565.11,1.0,121001.94,Germany,Female,1,1,0.0
323,731.7758,60.337185,10.0,127438.016,1.0,103848.46,Germany,Female,1,1,1.0
