,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember,y
31,562,31,8,142846.60551876744,1,144774.97559705135,France,Male,1,0,1
32,683,49,1,171987.55049157384,1,152035.06527405075,France,Male,1,0,0
33,715,42,9,168156.15533795595,2,138369.13825660973,Germany,Male,1,1,1
34,592,39,1,-89.99953437179785,2,13769.90081467546,France,Male,1,0,1
35,617,27,1,123900.39138884314,1,183461.09336174114,France,Male,1,1,1
36,643,37,1,113159.92653254297,1,98117.12788232962,France,Male,1,1,1
37,526,37,1,38.09248664213401,2,143064.67350583794,France,Male,1,1,1
38,653,37,1,134848.4714246504,1,117923.99031446969,France,Male,1,0,0
39,667,42,0,110722.38107210859,1,177216.81823613236,France,Male,1,0,1
40,697,32,1,161303.719025622,1,139417.23506157225,Germany,Male,1,0,1
41,485,50,1,-122.21525782763896,1,156051.98636287282,France,Female,1,1,1
42,651,37,2,105747.02800391511,2,177232.58437818527,France,Male,1,1,1
43,405,35,1,120696.30733740449,1,47379.32978599268,Germany,Female,1,0,1
44,828,48,1,160060.94786204124,1,141109.40776305023,France,Male,1,0,1
45,620,34,1,19.366504756003597,2,182382.16134491406,France,Male,1,0,1
46,489,40,1,196923.23451952334,1,45699.86781611957,France,Male,1,0,0
47,723,41,0,-442.9060588805338,2,121643.71660823659,France,Female,1,1,1
48,577,40,1,140284.67717740158,2,29781.221903357007,Germany,Male,1,1,1
49,593,46,1,83702.01950507154,3,172009.8873313424,France,Female,1,0,0
50,643,34,1,133695.78536181297,1,98007.23226782028,Germany,Male,1,1,1
51,687,52,1,105667.44155433851,1,66734.69678599978,Germany,Male,1,0,0
52,688,54,1,127804.12178793608,1,170155.14423972188,France,Male,1,0,0
53,651,29,1,109339.2199318237,1,172485.3142636603,Germany,Male,1,0,1
54,777,32,2,114680.33552069645,2,171539.55834110634,Germany,Male,1,1,1
55,600,43,1,135168.87173721945,1,137237.30104610298,France,Male,1,0,1
56,633,25,1,70192.15457089891,2,141980.91936223273,France,Male,1,1,1
57,546,34,1,147802.9617764456,1,135156.5463868049,France,Male,1,0,1
58,584,32,7,130180.64837765896,2,178932.52060864767,France,Male,1,1,1
59,662,26,2,116178.72610813103,1,145666.74632347067,France,Male,1,1,1
60,763,29,5,106.77361799234876,2,98409.43071637957,France,Male,1,1,1
61,785,55,1,86679.97915535345,1,192634.21806813843,Germany,Male,1,0,0
62,729,37,1,102245.88156648632,1,82967.65072548666,France,Male,1,0,1
63,550,51,1,108611.72287603213,1,193721.87187556506,France,Female,1,0,0
64,499,35,1,67004.90132618812,1,43762.90977095595,France,Male,1,1,1
65,593,43,1,104943.92173927982,1,16798.66734816879,France,Male,1,0,0
66,716,29,8,132192.33435782682,2,177098.37737872743,France,Male,1,1,1
67,624,38,2,141190.69995477112,2,71887.2079662109,France,Male,1,1,1
68,589,41,1,73636.04330520763,1,58232.62368897678,France,Female,1,0,0
69,689,29,1,-98.12976116467406,2,138707.94669024707,France,Male,1,1,1
70,603,43,1,148179.06578472038,1,159964.0567487921,France,Male,1,1,1
71,690,32,2,701.2658381206411,2,117627.78974348016,France,Male,1,1,1
72,665,36,2,128395.61400573795,1,119055.48217951281,France,Male,1,1,1
73,667,55,1,-14.946610791662007,1,146715.1675341311,France,Female,1,0,1
74,588,47,1,117866.67429453027,1,188739.0280165208,France,Female,1,0,1
75,850,32,2,149835.4487143831,1,202372.62607056755,France,Male,1,1,1
76,678,37,2,119208.67799319637,2,136394.67148028393,France,Male,1,1,1
77,725,33,1,-294.32940859160857,2,173978.9477368319,France,Male,1,1,1
78,676,29,2,114328.4469220342,2,116145.94054168218,France,Male,1,1,1
79,735,41,1,135094.4824637105,1,95483.82872620114,France,Male,1,0,1
80,702,31,1,98540.19010933029,1,89384.05052148769,France,Male,1,1,1
81,798,55,1,89540.93971931975,1,145255.34441474793,France,Female,1,0,0
82,691,31,1,-1053.8022851840115,2,31866.14649935587,France,Male,1,1,1
83,648,33,1,136012.9493232863,2,146287.79423077207,France,Male,1,1,1
84,700,39,1,-432.0626927171013,1,117966.11603545546,France,Female,1,1,1
85,594,33,1,143735.71148149183,1,53086.8282479381,Germany,Male,1,0,1
86,665,50,1,106176.61111015845,1,54158.136142298514,Germany,Male,1,0,0
87,707,36,1,162088.71267207616,1,116232.02005462084,Germany,Male,1,1,1
88,689,40,2,-139.63494649656405,2,121494.19614740845,France,Male,1,1,1
89,805,35,0,99327.97712038764,1,181691.0620216531,Germany,Male,1,0,1
90,671,46,1,135298.9515268588,1,136264.0282390935,Germany,Female,1,0,0
91,546,34,1,61061.20961360631,2,132707.44135469024,France,Male,1,1,1
92,624,49,0,49342.60526783376,1,183417.8956252502,France,Female,1,0,0
93,649,27,0,100845.5619065593,1,130176.54077681928,France,Male,1,0,1
94,590,32,2,106268.76411262,2,144995.5668679213,France,Male,1,1,1
95,647,44,0,123090.26974424213,1,120965.63096091148,France,Male,1,1,1
96,643,35,1,117488.26180498065,2,108941.44661505957,France,Male,1,1,1
97,694,31,2,112023.86111354346,2,116627.8026115301,France,Male,1,1,1
98,745,41,1,130755.8130368961,1,105379.4980516031,France,Male,1,0,1
99,714,31,0,138264.6171874462,1,128952.60036326735,France,Male,1,1,1
100,698,27,1,1338.7838825411932,1,106750.40040056052,France,Male,1,0,1
101,742,31,2,155011.36646510824,2,166696.2749499731,France,Male,1,1,1
102,737,37,1,117614.09609919618,1,105617.3535991008,Germany,Male,1,0,1
103,599,33,3,18.551531513260166,2,134346.26136936469,France,Male,1,1,1
104,595,47,1,-15.522954252265531,2,113869.99525033006,France,Male,1,1,1
105,644,52,0,95729.85257629963,1,120105.38070856495,France,Female,1,0,0
106,606,39,1,131609.99267666525,1,151751.61960275137,France,Male,1,0,1
107,737,80,1,-149.5444995923451,3,107069.13287209386,France,Female,1,0,0
108,634,43,1,617.8726944893119,2,156248.4343644452,France,Male,1,1,1
109,675,33,4,107644.52826294872,1,91442.75247652957,France,Male,1,1,1
110,751,25,4,-58.871501944580174,2,131295.8095345862,France,Male,1,0,1
111,671,30,1,124197.42069685816,1,100319.81298850238,Germany,Male,1,1,1
112,659,29,1,146647.61762308553,1,99784.88524664518,Germany,Female,1,0,0
113,615,35,1,-362.57889837712446,1,119046.92732254494,France,Male,1,0,1
114,642,53,1,102962.70033244556,1,184801.92825817288,Germany,Female,1,0,0
115,693,31,8,155249.6424411529,2,92495.07167522279,France,Male,1,1,1
116,599,31,1,127037.37972436417,1,145651.8778213913,France,Male,1,1,1
117,544,39,0,160651.53550878493,1,91854.23897787764,France,Male,1,0,1
118,686,32,1,140301.96005478894,1,168978.90810907283,France,Male,1,1,1
119,549,44,1,-322.6144080974546,1,97943.9841918308,France,Male,1,0,1
120,620,33,2,157556.77153251003,2,173051.68532015296,France,Male,1,1,1
121,712,34,0,58.36456040485507,2,171297.7772002029,France,Male,1,1,1
122,518,25,4,121462.02549776534,2,113970.38125984574,Germany,Male,1,1,1
123,644,38,1,125932.40839871528,1,169098.35359862397,France,Male,1,0,1
124,771,23,1,67138.08398678686,1,149378.86909306142,France,Male,1,0,1
125,588,45,1,116467.02392057686,1,97842.46086256663,France,Female,1,0,0
126,685,31,1,100236.4758670395,1,161150.60043012263,France,Male,1,1,1
127,597,27,2,118459.06621470404,2,119397.416169809,France,Male,1,1,1
128,624,38,1,149955.3820857863,2,100564.11058693135,Germany,Male,1,0,1
129,637,49,1,-61.442314472861526,2,39135.03572317644,France,Female,1,0,1
130,591,39,1,150262.04714371453,1,147988.72245747058,France,Male,1,0,1
131,669,48,0,137513.9555535529,3,99828.8816814163,Germany,Female,1,0,0
132,571,38,1,123.2696770182219,1,78420.11396396557,France,Male,1,1,1
133,580,41,1,-153.9530796189889,2,46879.762530142114,France,Male,1,1,1
134,433,34,5,-48.77523387619212,2,38532.47644672405,France,Male,1,1,1
135,676,53,1,106904.34171168019,1,138465.38365089754,Germany,Female,1,0,0
136,572,28,1,68872.81531999027,1,98852.6809523722,Germany,Male,1,0,1
137,607,33,7,116854.3056164252,1,24048.251246765572,France,Male,1,1,1
138,627,29,1,132502.62366274372,1,26984.47653896665,France,Male,1,1,1
139,607,30,2,133364.05727280644,2,148814.31373750378,France,Male,1,1,1
140,658,33,0,147478.5958328807,2,119651.65962127491,Germany,Male,1,0,1
141,633,35,1,-332.4517429246657,1,151344.10299666208,France,Female,1,0,1
142,722,28,4,116570.92898462771,2,107733.70530330151,France,Male,1,1,1
143,600,34,2,142.0291232408365,2,55194.521155418784,France,Male,1,1,1
144,576,41,1,503.0289378118001,1,108524.45964450887,France,Female,1,1,0
145,605,39,1,165353.88969657995,1,39360.68694666077,Germany,Female,1,0,0
146,535,41,1,95387.64222673746,1,38629.319884368015,France,Male,1,1,1
147,702,36,1,74164.55180338694,1,126565.90095788457,France,Female,1,1,1
148,432,37,1,109198.08218296038,1,167316.5303221661,France,Male,1,0,1
149,596,35,1,147034.79448649078,1,53824.105428628376,Germany,Male,1,0,1
150,717,39,5,95.60987434182677,2,91635.9766948578,France,Male,1,0,1
151,688,30,1,-170.35595371049902,2,114064.38684036657,France,Male,1,1,1
152,680,26,0,178923.7171990852,1,38932.522163023896,France,Male,1,0,1
153,631,46,1,112894.62049963676,1,156290.19543020957,Germany,Male,1,1,1
154,624,27,0,96365.27060363893,1,154778.59542867745,France,Male,1,1,1
155,582,32,1,1130.17316344004,1,28447.546240008793,France,Male,1,0,1
156,790,31,0,100840.92660834717,1,162633.66529356973,Germany,Male,1,0,1
157,655,34,1,82515.23983649237,1,192420.41130298295,Germany,Female,1,0,0
158,652,32,7,105190.27025588985,2,124568.4670151943,France,Male,1,1,1
159,645,45,0,126239.30693606198,1,94242.44006100993,Germany,Female,1,0,0
160,606,42,1,117680.8915729447,1,170745.59757442193,France,Male,1,1,1
161,552,31,5,114419.5160722213,2,144370.17151495288,Germany,Male,1,1,1
162,707,37,1,87675.84973872302,1,126122.48949101973,Germany,Male,1,0,0
163,663,31,1,398.2589360483449,1,119085.91642725335,France,Male,1,1,1
164,739,28,4,101205.03634135259,2,141216.64893771702,Germany,Male,1,1,1
165,646,38,2,102557.16886203765,2,41563.38115739745,France,Male,1,1,1
166,666,32,0,123288.62686953391,2,92081.51275155193,Germany,Male,1,1,1
167,692,31,8,140144.7645289716,2,71949.76556646424,France,Male,1,1,1
168,720,28,4,133685.84028205194,2,110605.43246293077,France,Male,1,1,1
169,704,66,0,74837.80088083594,1,165465.8470803235,Germany,Male,1,0,1
170,601,41,2,110178.52751333753,2,139866.7426275566,France,Male,1,1,1
171,738,31,1,150582.69176048768,1,153471.92627165478,Germany,Male,1,0,1
172,577,26,0,122195.95327295648,1,128080.44535308282,Germany,Male,1,0,1
173,731,33,1,109107.57315344534,2,103141.5870535673,France,Male,1,1,1
174,369,33,1,134246.70674283814,1,47975.97614847487,France,Male,1,1,1
175,736,37,1,-714.5774674984231,1,27667.718730642515,France,Female,1,1,1
176,792,29,1,72478.3041404471,2,184234.01945980053,Germany,Male,1,1,1
177,621,30,2,1180.8241771661956,2,103297.50960926853,France,Male,1,1,1
178,398,52,1,142216.6842678727,1,81626.76041340578,Germany,Male,1,0,1
179,719,26,0,155025.22916001015,1,150392.63437167782,France,Male,1,0,1
180,495,42,1,113601.0486713492,1,147835.78434931146,France,Female,1,0,1
181,712,25,1,119652.86133993146,1,126260.04526512002,France,Female,1,0,1
182,720,38,1,125025.23158359595,1,131445.71394402615,Germany,Male,1,1,1
183,739,60,0,73476.93477674364,1,110048.63700877622,France,Female,1,0,0
184,723,41,1,87780.65481777539,1,16246.265949984763,Germany,Male,1,0,1
185,640,35,8,68018.40677510083,2,128401.52558876238,France,Male,1,1,1
186,642,57,1,-45.24247557750837,1,154558.211274254,France,Female,1,0,0
187,676,29,1,83327.27687525011,2,114098.87036975744,France,Male,1,1,1
188,618,34,2,596.6807345004892,2,37219.99615201151,France,Male,1,1,1
189,608,37,7,110166.64649061291,2,52771.01348125706,Germany,Male,1,1,1
190,719,39,5,-365.71363540175383,2,139514.51157378164,France,Male,1,1,1
191,583,25,5,-981.9251052206641,2,105291.74659237782,France,Male,1,1,1
192,669,41,1,-1116.808456294094,1,21646.0524998329,France,Female,1,0,1
193,765,42,1,74155.08728808508,1,99892.95210761475,France,Male,1,1,1
194,438,41,1,129604.69254038979,1,187235.45531223834,France,Male,1,0,1
195,646,53,0,127786.35124732653,1,169470.37127114442,Germany,Female,1,0,0
196,603,41,1,124.41858802120598,2,143011.54676143502,France,Female,1,0,1
197,708,55,0,175941.82218913932,1,118390.64961397526,France,Male,1,0,1
198,684,41,1,163918.1790589851,1,101827.57989136757,France,Male,1,1,1
199,654,45,1,-348.60959710858197,1,125342.85152027049,France,Female,1,0,1
200,461,56,1,119655.0436944329,1,173578.16057489882,France,Male,1,0,0
201,638,26,1,1014.1825613478437,2,174136.4119830244,France,Male,1,1,1
202,553,41,5,142604.04703724053,1,146447.89031363986,France,Male,1,1,1
203,740,64,1,105055.20341637208,1,103038.8856947319,France,Female,1,1,1
204,621,31,8,149416.02780450467,1,143492.11086423957,France,Male,1,1,1
205,704,53,0,155564.07292139257,1,150148.06819654038,Germany,Male,1,0,0
206,603,46,9,137998.44403597596,2,152326.13857796005,Germany,Male,1,0,1
207,581,43,1,135474.5637081679,1,114907.90953438028,Germany,Female,1,0,0
208,528,29,0,137743.04963850946,1,80382.60192578068,Germany,Male,1,1,1
209,530,43,1,80273.50024640842,1,114264.60371471854,France,Male,1,0,1
210,561,33,1,160446.47750824812,1,108474.80857698785,Germany,Male,1,0,0
211,609,37,2,-359.12681911733836,2,28401.464299451352,France,Male,1,1,1
212,550,42,1,150184.3715413086,3,148738.47044733432,Germany,Female,1,0,0
213,722,30,1,168069.94353901324,1,105284.76665740443,France,Male,1,0,1
214,636,30,1,-1120.3223899856507,1,175604.30419921037,France,Male,1,1,1
215,584,39,1,128081.06396118371,1,138648.76673072315,France,Male,1,0,1
216,676,35,2,67332.97551514852,2,175318.67617379833,France,Male,1,1,1
217,653,32,1,-1663.3786455596644,2,160371.0766677633,France,Female,1,1,1
218,661,30,2,68320.09980597897,2,59891.078754083304,France,Male,1,1,1
219,788,37,7,115329.40996515924,1,188649.70810398867,Germany,Male,1,1,1
220,683,30,2,-256.2885017996416,2,133084.90447374148,France,Male,1,1,1
221,634,36,2,69115.54676828903,1,49115.49350131499,France,Male,1,1,1
222,654,50,0,96815.21462608727,1,106021.12127004623,France,Male,1,0,1
223,672,38,3,105187.92190380678,2,11284.587444683246,Germany,Male,1,1,1
224,729,34,2,336.6966591184341,1,174215.7651415299,France,Male,1,1,1
225,445,59,1,124393.42939016288,1,88698.86917444898,France,Male,1,1,1
226,711,35,1,82082.754360175,1,165142.5981305499,France,Female,1,1,1
227,475,33,1,131415.2771672728,1,37199.67880853261,France,Male,1,0,1
228,403,37,1,102653.66058254051,1,34322.87586061913,France,Male,1,0,1
229,599,38,2,112209.83329796988,2,41083.48934053436,France,Male,1,1,1
230,623,36,1,130231.01387108606,1,109519.58566298967,France,Male,1,0,1
231,656,37,1,108652.37660971875,1,109535.46281751688,France,Female,1,0,1
232,746,31,2,61483.253987758995,2,177860.34105007292,Germany,Male,1,1,1
233,620,30,1,127311.05367491335,1,183075.34966146914,France,Male,1,1,1
234,683,61,1,137842.0198602237,1,88046.55701052409,France,Male,1,0,0
235,639,38,1,109370.42284779323,1,192956.634140636,Germany,Male,1,0,0
236,494,45,1,64655.33377605419,1,71363.87788076901,Germany,Female,1,0,0
237,656,40,1,29.484660144102975,2,11651.275139933488,France,Female,1,1,1
238,707,37,9,142129.645324619,2,138144.91848039738,Germany,Male,1,1,1
239,627,45,1,117193.84442092852,1,138325.51310316141,France,Male,1,1,1
240,721,61,1,106865.68221802637,3,95670.25742266545,France,Female,1,0,0
241,651,36,1,50.774366321537244,1,126334.38568073684,France,Male,1,1,1
242,607,39,1,122613.6547584163,1,178223.6381644637,France,Male,1,1,1
243,551,40,1,154.32349723585983,1,106469.94121881695,France,Female,1,0,1
244,752,37,1,-612.5511237567084,1,96077.56158852355,France,Male,1,1,1
245,611,32,1,106770.51537518273,1,188600.96888786924,Germany,Male,1,1,1
246,656,21,2,138121.2748465674,2,130791.15672691738,France,Male,1,1,1
247,556,27,8,432.5900214850524,2,119111.57284846005,France,Male,1,1,1
248,704,42,1,162682.30798561953,1,113351.36584346191,France,Male,1,1,1
249,628,36,1,92303.57172610084,1,40118.620996425554,France,Male,1,1,1
250,600,46,0,85.6781119438874,2,-9089.181103165478,France,Female,1,0,1
251,687,34,1,171990.83742282022,1,19609.87037396502,France,Male,1,1,1
252,599,28,4,-22.32393423009889,2,93840.9861013968,France,Male,1,1,1
253,578,42,1,79.35491213283834,1,104619.99695729416,France,Female,1,0,0
254,711,34,1,113835.7441902017,2,28172.936086676877,Germany,Female,1,0,1
255,363,53,0,150958.88826360818,2,73181.11266905903,Germany,Male,1,0,0
256,686,42,1,133229.12210900502,1,134155.0626589989,France,Male,1,1,1
257,607,33,1,141460.39736535188,2,58995.202180397166,Germany,Male,1,0,1
258,716,47,1,154668.61582262555,1,83572.99716381879,France,Female,1,0,0
259,676,36,1,-639.969208123228,1,97615.10421044796,France,Female,1,1,1
260,669,27,2,888.6105474552706,2,138291.7940047171,France,Male,1,1,1
261,762,41,9,132697.1108008071,2,162383.25339367188,Germany,Male,1,1,1
262,640,32,1,112624.34809786931,1,130299.74345373182,France,Male,1,1,1
263,631,37,2,-1661.6683482067706,2,59972.45780826503,France,Male,1,1,1
264,782,43,0,-9.683698902302528,1,5825.140549665493,France,Male,1,1,1
265,660,28,2,77284.57875024158,2,191170.80052760663,France,Male,1,1,1
266,681,33,2,112786.2766702996,1,127935.35600738355,France,Male,1,1,1
267,804,29,1,123275.63226122293,1,123403.41908507343,Germany,Male,1,0,1
268,726,28,1,200013.4070789945,1,139287.36537271366,France,Male,1,0,1
269,650,26,1,148766.7000942931,1,138861.08042458037,France,Male,1,0,1
270,645,41,1,117834.7205320511,1,92893.31244498827,France,Male,1,1,1
271,600,34,1,0.7755510584937042,2,117628.75803019064,France,Female,1,1,1
272,671,42,0,102864.42846845122,1,155961.4350042789,France,Male,1,1,1
273,783,37,2,-788.7499382289826,2,184810.5380316425,France,Male,1,1,1
274,702,31,1,145863.66362894414,1,79623.32176629161,France,Female,1,1,1
275,561,41,1,122118.97037154685,1,108777.15573106719,France,Male,1,1,1
276,629,36,1,127.17133764491943,2,141310.85760501472,France,Male,1,0,1
277,522,37,1,90994.52575834632,1,113743.6085427007,France,Female,1,1,1
278,609,27,1,131688.27862566014,1,71803.62309006444,France,Male,1,0,1
279,747,28,1,123197.35103789545,1,146458.6133158349,France,Male,1,1,1
280,513,31,8,137024.9117954613,2,163314.11893490935,France,Male,1,1,1
281,705,31,5,119035.60294430089,2,126787.07589041142,Germany,Male,1,1,1
282,643,46,3,99726.41720806889,3,182752.85116408602,Germany,Female,1,0,0
283,668,35,2,208.1828652750375,2,194658.3521773644,France,Male,1,1,1
284,698,41,1,81777.64886330193,1,95026.51228661861,Germany,Male,1,0,1
285,663,32,1,134480.1117282785,1,116277.10515251821,France,Male,1,1,1
286,672,32,2,136594.5644472921,2,121559.47488018862,France,Male,1,1,1
287,763,41,1,116551.1386776732,1,143632.58025606512,Germany,Male,1,0,1
288,722,38,1,110778.57178302138,2,99132.50928070393,France,Male,1,1,1
289,404,49,3,112463.06032633805,3,192441.78714598107,France,Female,1,0,0
290,495,41,1,177563.8632542747,1,113619.65695088063,Germany,Female,1,0,0
291,665,27,1,88.42851914735846,2,157801.00148783624,France,Male,1,1,1
292,648,55,1,-1589.1374946470476,1,60568.39713614164,France,Female,1,0,0
293,510,43,0,118620.35514910214,1,147883.86913320786,France,Female,1,0,1
294,841,29,4,138282.2957592517,2,129225.69373075233,Germany,Male,1,1,1
295,743,32,1,118283.33781335822,2,78359.65354717207,France,Male,1,1,1
296,608,73,1,120738.54418648875,1,167152.42744151482,Germany,Female,1,0,0
297,603,40,1,-824.8443203761741,1,120296.49239677483,France,Female,1,0,1
298,606,39,2,169782.47461165302,2,135132.42743934892,Germany,Male,1,0,1
299,590,44,9,103256.35852483245,2,15612.015197426459,Germany,Male,1,0,0
300,639,43,1,111089.79023205365,2,116215.22274259277,Germany,Male,1,0,1
301,619,40,2,121718.98294722993,2,140485.5901312505,France,Male,1,1,1
302,839,33,4,103253.50559432596,2,15347.954497605455,Germany,Male,1,1,1
303,699,39,1,112908.67604875457,1,84144.45720531921,Germany,Female,1,0,0
304,586,42,1,124747.49270669195,1,152293.1089228923,France,Male,1,0,1
305,743,38,1,114324.48424577121,1,104028.04158472833,France,Male,1,0,1
306,702,36,2,-368.4391430060035,2,122049.23196631162,France,Male,1,1,1
307,665,40,2,176031.71669868668,1,136849.72696813277,France,Male,1,1,1
308,642,37,2,96703.77264545432,2,60372.670685094905,France,Male,1,1,1
309,637,31,7,116909.88154026872,1,121778.6517613855,France,Male,1,1,1
310,597,23,2,93329.82365225194,2,44474.32414012094,France,Male,1,1,1
311,810,39,2,145201.01352822644,2,171434.51809114928,France,Male,1,1,1
312,535,31,8,-826.3674035374266,2,67452.03252918614,France,Male,1,1,1
313,671,36,1,145754.91679807848,1,103300.85231479078,Germany,Female,1,0,1
314,678,61,1,144144.91047427343,1,89725.6933964294,Germany,Male,1,0,0
315,750,34,3,151990.26355726126,2,148249.1292005141,France,Male,1,1,1
316,645,46,1,139183.3761609593,1,175349.70986067777,France,Male,1,0,0
317,620,38,0,121681.39137056844,1,43059.60101992657,France,Female,1,1,1
318,713,44,1,160568.72318409305,1,88220.25494552826,France,Male,1,0,0
319,674,25,1,157868.26344568518,1,155043.23886640914,Germany,Male,1,0,1
320,586,38,1,130097.99638712106,1,152185.20620227075,France,Male,1,0,1
321,717,35,7,-180.8336626437989,2,174191.21695536078,France,Male,1,1,1
322,598,35,1,-75.86099183603932,2,60751.99291774359,France,Male,1,1,1
323,663,31,1,-39.75817776649491,2,172139.74561684602,France,Male,1,0,1
324,625,32,2,-241.9923765705721,2,175257.16182960244,France,Male,1,1,1
325,675,37,2,-32.059476579250116,2,121134.34517220591,France,Male,1,1,1
326,677,32,0,134953.57544680103,1,188719.92514254572,France,Male,1,1,1
327,603,43,1,103750.8001171938,1,165595.04661655554,France,Male,1,1,1
328,833,33,1,79030.2575467446,2,136437.22682565675,France,Male,1,1,1
329,651,27,7,114796.15643777915,1,187533.7605794888,Germany,Male,1,1,1
330,618,31,1,545.0105542139042,1,21102.73858820084,France,Male,1,1,1
331,532,40,1,66853.3637459915,1,88294.20079629243,France,Female,1,1,1
332,768,36,1,106736.30606387311,1,118318.51278579616,Germany,Male,1,0,0
333,632,42,2,148784.21384080866,1,37576.587482429655,France,Male,1,1,1
334,595,45,5,491.4105425361769,2,104391.13166389965,France,Male,1,0,1
335,475,33,8,355.4974161976076,1,141054.1524895428,France,Male,1,1,1
336,754,36,4,136158.5824687476,1,67892.62337979216,France,Male,1,1,1
337,643,52,1,121043.84282145598,1,189570.00776902048,France,Female,1,0,0
338,801,51,1,164363.40852498013,1,189255.69859128125,Germany,Female,1,0,0
339,630,33,4,106040.83605222967,1,56503.62188568138,Germany,Male,1,1,1
340,511,33,8,-497.02135139521187,1,125654.35458828873,France,Male,1,1,1
341,599,37,1,145097.93085328,1,107653.3332165698,France,Male,1,0,1
342,632,34,0,123834.39401773704,1,170448.6725429744,France,Male,1,0,1
343,644,24,1,145188.61262663172,2,92823.88954791956,Germany,Male,1,1,1
344,662,49,1,91286.4802495621,1,168847.68315102585,France,Female,1,0,1
345,612,37,2,-508.14787201189387,2,190570.9180275943,France,Male,1,1,1
346,675,37,5,108923.93609219983,2,144188.21655276167,France,Male,1,1,1
347,633,31,2,111261.63448437024,2,120947.75997876623,France,Male,1,1,1
348,689,38,2,1224.8360246224613,2,61857.53518558272,France,Male,1,1,1
349,564,41,1,94.26934809154207,2,102245.46240932438,France,Female,1,0,1
350,731,26,1,77330.38545986317,1,184888.15293043153,France,Male,1,1,1
351,686,49,1,122083.46781776406,1,138536.60555424425,France,Female,1,0,0
352,719,39,9,138384.24830739715,2,65179.04185051822,Germany,Male,1,1,1
353,742,24,0,1690.1436353072538,2,171039.08066359503,France,Male,1,1,1
354,541,45,8,156893.81930588922,1,100694.98368135415,Germany,Male,1,0,1
355,680,39,2,78838.9262253424,2,104450.8374461214,Germany,Male,1,1,1
356,626,38,1,607.6862097108549,1,96752.69502162872,France,Male,1,0,1
357,650,39,0,-559.8257437319255,2,35905.35499813176,France,Female,1,1,1
358,622,42,1,140767.70528191616,1,177533.23822212222,Germany,Female,1,0,1
359,584,39,1,-399.34844838791304,2,16137.579632591192,France,Male,1,1,1
360,559,24,8,155198.3993046006,2,142953.3418450175,France,Male,1,1,1
361,750,35,2,-48.38687722778806,2,103478.9902450591,France,Male,1,1,1
362,658,41,1,109362.76616925406,1,131189.0062119334,France,Male,1,1,1
363,676,47,3,135138.72545668547,4,121451.24455572241,France,Female,1,0,0
364,730,44,1,150031.7986444799,1,106385.82227857831,France,Male,1,0,0
365,708,53,0,167143.74363730982,1,106523.01354248129,France,Male,1,0,0
366,655,40,1,113712.5374022719,1,181181.5670563073,Germany,Male,1,0,1
367,878,41,4,-102.21319517909785,2,108760.46456345706,France,Male,1,1,1
