,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography,Gender,HasCrCard,IsActiveMember,y
80,553.0,37.0,2.0,0.0,1.0,4606.9699999999975,France,Female,1,0,1
81,676.0,48.0,0.0,127421.78,2.0,17323.000000000015,Germany,Female,0,0,0
82,634.0,31.0,6.0,0.0,2.0,2382.609999999998,France,Male,0,1,1
83,723.0,38.0,6.0,124348.38,1.0,45985.520000000004,Germany,Male,0,1,1
84,666.0,21.000000000000004,2.0,165878.76,2.0,139451.98,Germany,Male,1,1,1
85,443.0,34.0,7.0,0.0,2.0,5907.1100000000015,France,Female,1,1,1
86,740.0,52.0,7.0,125095.94,1.0,156618.38,Germany,Male,1,0,0
87,703.0,31.0,10.0,118327.17,2.0,155593.74,Germany,Male,1,1,1
88,615.0,66.0,1.0,135842.41,1.0,183840.51,France,Female,0,0,0
89,794.0,35.0,7.0,0.0,2.0,68730.91,France,Female,0,0,1
90,775.0,52.0,8.0,129289.98000000001,1.0,31686.33,Spain,Female,1,1,0
91,579.0,35.0,5.0,110080.3,2.0,28750.670000000024,France,Female,1,1,1
92,775.9999999999999,30.0,6.0,0.0,2.0,63908.86,France,Female,0,1,1
93,735.0,28.0,9.0,142475.86999999997,2.0,101300.94,Germany,Male,0,1,1
94,646.0,36.0,8.0,80958.36,1.0,61623.189999999995,France,Male,1,0,1
95,740.0,37.0,9.0,92716.96,2.0,172129.26,France,Female,1,1,1
96,719.0,40.0,9.0,0.0,2.0,198064.52,Spain,Male,1,1,1
97,850.0,31.0,4.0,0.0,2.0,152298.28,France,Male,1,0,1
98,630.0,43.0,6.0,0.0,2.0,48249.87999999999,France,Female,1,1,1
99,637.0,28.0,7.0,98800.0,1.0,51117.06,France,Female,1,1,1
100,541.0,39.0,4.0,127278.31,1.0,9854.72,France,Male,1,1,1
101,665.0,35.0,1.0,117212.18,1.0,53718.279999999984,France,Male,1,1,1
102,670.0,33.0,9.0,112528.65,1.0,130755.34,France,Male,1,1,1
103,628.0,39.0,3.0,0.0,2.0,100862.36,France,Male,0,1,1
104,443.0,50.0,3.0,83287.05,1.0,159165.7,France,Female,1,0,0
105,619.0,48.0,4.0,118449.21,1.0,60017.459999999985,France,Female,1,0,0
106,850.0,32.0,5.0,0.0,1.0,55593.79999999999,Spain,Female,1,1,1
107,695.0,44.0,1.0,151709.33000000002,1.0,180736.24,France,Female,0,0,1
108,436.0,60.0,9.0,76961.6,1.0,96405.88,France,Female,0,0,1
109,691.0,37.0,7.0,129934.64,2.0,38196.24,France,Female,0,0,0
110,820.0000000000002,28.0,5.0,0.0,2.0,74287.53,France,Female,1,0,1
111,638.0,41.0,9.0,0.0,2.0,92357.21,France,Female,0,1,1
112,655.0,35.0,4.0,124832.51000000001,2.0,57213.46000000001,Germany,Male,1,0,1
113,663.0,36.0,4.0,160389.82,2.0,100940.91,Germany,Male,1,1,1
114,588.0,30.0,0.0,129490.35999999999,2.0,109145.2,Spain,Female,1,0,0
115,635.0,78.00000000000011,6.0,99685.06,1.0,76016.49,France,Female,1,1,1
116,603.0,46.0,2.0,0.0,2.0,178822.32,Spain,Male,1,1,1
117,516.0,37.0,0.0,112957.26,1.0,195649.79,Spain,Female,0,1,1
118,668.0,39.0,0.0,122104.79,1.0,180022.39000000004,Germany,Female,1,0,0
119,714.0,37.0,9.0,101609.01,1.0,59636.43,Spain,Female,1,0,1
120,694.0,33.0,4.0,0.0,2.0,91829.17,France,Female,1,1,1
121,665.0,39.0,10.0,0.0,2.0,136349.55,France,Male,1,1,1
122,472.0,40.0,4.0,0.0,1.0,161653.50000000003,France,Male,0,1,1
123,804.0,38.0,4.0,0.0,2.0,66256.27,France,Male,1,1,1
124,528.0,43.0,5.0,144147.68,1.0,98661.27,France,Female,1,0,1
125,581.0,40.0,6.0,117833.3,2.0,191035.18,Germany,Female,1,0,0
126,562.0,49.0,4.0,0.0,1.0,76515.79,France,Male,1,0,0
127,850.0,49.0,5.0,65407.15999999999,2.0,90908.95,France,Female,1,0,0
128,677.0,27.0,1.0,69459.05,2.0,170819.01,Germany,Male,1,1,1
129,632.0,29.0,0.0,193125.8499999999,1.0,152665.85,France,Male,0,0,1
130,741.0,38.0,5.0,0.0,2.0,19047.229999999992,Spain,Male,1,1,1
131,538.0,25.0,1.0,116160.23,1.0,7063.5999999999985,France,Male,1,1,1
132,684.0,39.0,4.0,0.0,2.0,95562.81,Spain,Male,1,1,1
133,791.0,52.0,8.0,0.0,2.0,182633.63000000003,France,Female,1,0,1
134,655.0,67.0,2.0,116800.25,2.0,188435.38,Germany,Male,0,1,1
135,597.0,41.0,4.0,0.0,2.0,11819.839999999987,Spain,Male,1,0,1
136,636.0,35.0,9.0,0.0,2.0,150475.14,France,Female,0,0,1
137,559.0,70.0,9.0,160979.68,1.0,192831.67,Germany,Female,1,0,1
138,646.0,50.0,10.0,0.0,1.0,140173.17,France,Male,1,0,0
139,553.0,42.0,1.0,115915.53,2.0,71823.15,Germany,Female,1,1,0
140,556.0,43.0,9.0,135814.69999999998,2.0,53478.020000000004,Germany,Female,0,0,1
141,717.0,33.0,1.0,0.0,2.0,1703.5799999999992,France,Female,1,0,1
142,751.0,37.0,3.0,80387.81,1.0,77272.62,Germany,Male,0,1,1
143,655.0,59.0,3.0,0.0,1.0,119348.75999999998,Spain,Female,1,0,0
144,683.0,40.0,6.0,109908.06,2.0,103396.08,Germany,Male,0,1,0
145,696.0,33.0,2.0,87347.7,3.0,105280.55,France,Male,1,0,1
146,661.0,31.0,3.0,147092.65,1.0,96847.91,France,Male,1,1,1
147,515.0,33.0,2.0,145166.09,2.0,187740.04000000004,Germany,Male,1,1,1
148,689.0,58.0,4.0,0.0,1.0,170025.43,Spain,Male,1,1,1
149,531.0,37.0,7.0,93616.35,1.0,190746.38,Germany,Female,1,1,1
150,640.0,23.0,3.0,115142.9,1.0,142935.83,France,Male,1,1,1
151,567.0,58.0,9.0,106804.26,2.0,99504.03,France,Male,1,1,0
152,554.0,66.0,8.0,149950.19,1.0,190146.83000000002,Germany,Male,1,1,1
153,435.0,26.0,0.0,62339.810000000005,1.0,119346.88000000002,France,Male,1,0,1
154,728.0,37.0,1.0,115934.74,1.0,21807.160000000033,Spain,Male,0,1,1
155,850.0,58.0,1.0,124678.35,1.0,83617.17,Germany,Female,1,1,0
156,560.0,66.0,3.0,0.0,2.0,105986.01,Spain,Female,1,1,1
157,668.0,25.0,7.0,0.0,2.0,55753.11999999999,France,Female,1,0,1
158,630.0,26.0,1.0,0.0,1.0,190269.21,Spain,Male,1,1,1
159,604.0,36.0,4.0,0.0,2.0,7312.249999999997,Spain,Female,1,0,1
160,671.0,31.0,1.0,0.0,1.0,128954.05,France,Male,1,1,1
161,828.0,42.0,8.0,160602.25000000003,2.0,55313.509999999995,Germany,Male,0,0,1
162,786.0,37.0,7.0,0.0,2.0,116978.19,Spain,Female,0,0,1
163,744.0,41.0,10.0,147832.14999999997,2.0,24234.11,Germany,Female,1,1,1
164,652.0,47.0,2.0,59486.31000000001,1.0,169037.83999999997,France,Female,1,0,0
165,703.0,43.0,10.0,98444.19,2.0,166707.22,Germany,Male,1,1,1
166,850.0,58.0,0.0,0.0,1.0,83172.19,France,Male,1,1,0
167,690.0,21.000000000000004,1.0,104719.94,2.0,78622.46,Germany,Male,0,0,1
168,786.0,47.0,1.0,109876.82,1.0,103944.37,France,Female,0,0,0
169,469.0,26.0,8.0,149879.66000000003,2.0,127744.02000000002,Germany,Female,1,1,1
170,626.0,33.0,2.0,0.0,2.0,178067.33,France,Male,1,0,1
171,640.0,29.0,8.0,0.0,2.0,91055.27,France,Male,1,0,1
172,637.0,43.0,8.0,172478.15000000002,1.0,8404.73,Spain,Female,0,0,0
173,595.0,33.0,2.0,0.0,2.0,9984.39999999999,France,Male,0,1,1
174,592.0,66.0,6.0,0.0,2.0,17013.54000000001,France,Male,1,1,1
175,718.0,38.0,7.0,97459.06,3.0,53511.73999999998,Spain,Male,1,0,1
176,668.0,35.0,4.0,108269.2,2.0,174969.92,Germany,Male,1,0,1
177,799.0,70.0,9.0,0.0,2.0,67622.34000000001,France,Male,1,1,1
178,586.0,33.0,7.0,0.0,2.0,124641.42,France,Female,1,0,1
179,793.0,52.0,2.0,0.0,3.0,74265.38,France,Female,1,1,0
180,697.0,38.0,4.0,123601.56,1.0,15669.16999999999,France,Male,1,1,1
181,715.0,21.000000000000004,6.0,128206.79,1.0,30772.220000000012,Spain,Male,0,0,1
182,571.0,33.0,9.0,0.0,2.0,99294.22,Spain,Female,1,0,1
183,764.0,24.0,6.0,0.0,2.0,21215.670000000006,France,Female,0,0,1
184,741.0,40.0,2.0,116880.53,1.0,135163.76,Spain,Male,1,0,0
185,709.0,28.0,5.0,156551.63000000003,1.0,50294.090000000004,France,Female,1,1,1
186,449.0,34.0,2.0,0.0,2.0,92033.98,France,Male,1,1,1
187,790.0,26.0,5.0,0.0,1.0,20510.79,France,Female,0,0,1
188,669.0,47.0,5.0,79896.0,1.0,8199.499999999993,France,Male,1,1,1
189,726.0,30.0,7.0,92847.59,2.0,146154.06,Germany,Male,1,0,1
190,760.0,52.0,9.0,126547.8,2.0,46675.509999999995,Germany,Male,1,1,0
191,581.0,43.0,4.0,125890.72,2.0,94499.06,Germany,Female,1,1,1
192,654.0,34.0,3.0,0.0,2.0,29664.449999999983,Spain,Male,0,0,1
193,566.0,22.0,6.0,138657.08,1.0,129890.93999999999,Germany,Female,0,0,1
194,481.0,38.0,4.0,124976.19,1.0,123613.81000000001,Germany,Female,0,1,1
195,644.0,37.0,4.0,0.0,2.0,142415.97000000003,France,Male,1,1,1
196,669.0,41.0,5.0,170557.91,1.0,28778.980000000014,France,Male,1,0,1
197,666.0,35.0,3.0,79585.96,2.0,145471.94,Spain,Male,1,1,1
198,731.0,33.0,5.0,0.0,1.0,53667.08,Spain,Female,0,0,1
199,589.0,41.0,7.0,119703.10000000002,2.0,10109.47,Spain,Male,1,0,1
200,722.0000000000001,20.0,3.0,0.0,2.0,173940.59000000003,France,Female,0,1,1
201,790.0,33.0,7.0,0.0,2.0,143752.77,France,Female,1,0,1
202,589.0,61.0,1.0,0.0,2.0,195635.3,Spain,Female,1,0,0
203,657.0,31.0,5.0,0.0,1.0,5199.020000000002,Spain,Male,1,0,0
204,774.0,40.0,9.0,0.0,2.0,191608.97,France,Female,1,0,1
205,758.0000000000001,34.0,4.0,90560.3,1.0,178106.34,Spain,Male,1,0,1
206,633.0,40.0,2.0,138207.08,1.0,86099.23,Spain,Female,0,0,0
207,426.0,29.0,1.0,0.0,2.0,46170.75000000001,France,Male,0,1,1
208,602.0,42.0,1.0,171178.25000000003,1.0,100236.02,France,Female,1,0,0
209,623.0,34.0,9.0,0.0,2.0,93155.75,France,Male,1,0,1
210,636.0,37.0,8.0,0.0,1.0,178291.89,Spain,Male,1,1,1
211,641.0,42.0,7.0,104405.54,1.0,67607.9,France,Male,0,0,1
212,492.0,51.0,3.0,83739.32,1.0,48545.099999999984,France,Female,1,1,1
213,549.0,29.0,1.0,0.0,2.0,197866.55,Spain,Male,1,1,1
214,667.0,42.0,6.0,0.0,2.0,22974.009999999973,Spain,Male,0,1,1
215,726.0,56.0,5.0,132571.67,1.0,978.6599999999992,Germany,Male,0,0,0
216,718.0,39.0,4.0,0.0,2.0,155023.93,France,Male,0,0,1
217,490.0,33.0,2.0,96341.0,1.0,55867.38,France,Male,1,1,1
218,699.0,40.0,7.0,0.0,1.0,132152.32,France,Male,0,1,0
219,447.0,41.0,1.0,111098.85,1.0,180142.42,Germany,Male,1,0,0
220,640.0,33.0,3.0,83132.09,1.0,52314.71000000001,France,Female,0,1,1
221,826.0000000000001,55.0,4.0,143001.49999999997,1.0,25899.21,France,Male,1,0,1
222,630.0,37.0,2.0,110414.48,1.0,36642.65,France,Female,0,0,1
223,621.0,50.0,5.0,0.0,1.0,191756.54,France,Male,1,0,0
224,687.0,44.0,5.0,170935.94,2.0,129273.93999999999,Spain,Female,1,0,0
225,558.0,32.0,5.0,73494.20999999999,1.0,136301.1,France,Male,0,0,1
226,485.0,32.0,6.0,0.0,1.0,125253.46,Spain,Female,1,1,1
227,662.0,36.0,2.0,134760.21,2.0,164170.46,France,Female,1,1,0
228,742.0,36.0,4.0,92805.72,1.0,127187.04,Spain,Male,1,0,0
229,540.0,67.0,3.0,153946.13999999998,1.0,7418.919999999994,France,Female,1,1,1
230,662.0,37.0,2.0,0.0,2.0,121505.61,France,Male,1,0,1
231,506.0,32.0,1.0,113452.66,1.0,97593.16,Germany,Male,1,0,1
232,423.99999999999994,39.0,5.0,0.0,2.0,119712.78,France,Male,1,1,1
233,758.0000000000001,56.0,1.0,0.0,2.0,10643.380000000001,Spain,Male,1,1,1
234,625.0,39.0,9.0,83456.79,2.0,9170.540000000003,France,Male,1,0,1
235,556.0,37.0,0.0,73493.16999999998,1.0,185483.24,Germany,Female,1,1,0
236,693.0,25.0,1.0,96129.32,2.0,49185.57000000001,Germany,Male,0,1,1
237,767.0,47.0,5.0,126674.81,1.0,171189.82999999996,Germany,Male,1,0,0
238,520.0,39.0,3.0,119272.29,1.0,16717.11000000001,Germany,Female,1,0,0
239,590.0,31.0,8.0,92472.1,1.0,126434.61,France,Female,1,0,1
240,740.0,51.0,2.0,124209.02,1.0,123214.74,France,Male,0,1,1
241,689.0,47.0,7.0,55053.61999999989,3.0,94888.6,France,Male,1,1,1
242,664.0,40.0,9.0,141162.08,1.0,50908.48,France,Female,1,0,1
243,601.0,37.0,4.0,82373.94,2.0,109545.56,Germany,Male,1,0,0
244,599.0,25.0,4.0,141604.76,3.0,148098.95,France,Male,0,0,1
245,601.0,48.0,3.0,136188.77999999997,1.0,128521.16,France,Female,1,1,0
246,773.0,37.0,3.0,169824.46,1.0,134526.87,Germany,Male,0,1,1
247,743.0,36.0,8.0,100565.93999999999,1.0,63981.37,Germany,Male,1,0,1
248,723.0,35.0,9.0,0.0,2.0,100556.98,Spain,Female,0,1,1
249,599.0,39.0,3.0,0.0,1.0,118272.06999999999,France,Female,1,0,0
250,511.0,33.0,3.0,0.0,2.0,132436.71,France,Female,1,0,1
251,671.0,34.0,7.0,0.0,2.0,20598.58999999999,Spain,Female,1,1,1
252,693.0,43.0,9.0,134318.21,1.0,103970.58,France,Female,1,1,1
253,518.0,35.0,8.0,127305.5,1.0,192776.64,France,Female,0,0,1
254,636.0,45.0,2.0,100013.51,2.0,159463.8,Spain,Female,1,0,1
255,472.0,26.0,6.0,0.0,2.0,152491.22,France,Male,0,0,1
256,554.0,26.0,8.0,149134.46,1.0,103563.23,France,Female,1,0,1
257,641.0,50.0,0.0,0.0,2.0,52137.72999999999,France,Female,0,0,1
258,655.0,67.0,3.0,0.0,2.0,3185.6699999999996,France,Male,0,1,1
259,672.0,40.0,2.0,0.0,2.0,137309.06,France,Male,0,0,1
260,675.0,36.0,7.0,118448.15,1.0,182156.86,Spain,Female,1,0,1
261,752.0,31.0,4.0,148654.83999999997,1.0,102975.72,Spain,Female,0,1,1
262,563.0,33.0,6.0,0.0,2.0,54816.57000000001,France,Male,1,1,1
263,732.0,29.0,10.0,68781.82,1.0,93901.61,France,Male,1,0,1
264,715.0,38.0,2.0,0.0,2.0,82709.8,France,Male,1,1,1
265,608.0,30.0,8.0,0.0,2.0,128875.85999999999,Spain,Female,1,1,1
266,629.0,61.0,5.0,0.0,2.0,181964.6,Spain,Male,1,1,1
267,701.0,34.0,6.0,117715.84,1.0,191092.62,France,Male,1,0,1
268,641.0,48.0,6.0,126345.55,2.0,64345.61000000001,Germany,Male,1,1,0
269,559.0,28.0,3.0,127070.73,1.0,134851.12,Germany,Female,0,1,1
270,741.0,32.0,2.0,141796.42999999996,1.0,126809.15,France,Male,1,0,1
271,466.0,52.0,4.0,199689.4899999997,1.0,126952.5,France,Female,0,0,0
272,659.0,38.0,1.0,110570.78,1.0,160670.37,Spain,Male,0,1,1
273,832.0,44.0,7.0,0.0,1.0,173851.11,France,Male,1,0,1
274,466.0,30.0,6.0,0.0,1.0,143345.69,France,Female,1,0,1
275,850.0,33.0,2.0,116968.91,1.0,129660.58999999998,France,Female,1,0,1
276,747.0000000000001,60.0,7.0,116313.57,1.0,174027.30000000002,Germany,Female,1,0,0
277,572.0,39.0,10.0,0.0,2.0,98029.58,Spain,Female,1,0,1
278,611.0,38.0,7.0,110615.47,1.0,139377.24,Germany,Male,1,0,1
279,760.0,68.0,9.0,137453.43,1.0,13455.430000000002,Spain,Female,1,1,0
280,633.0,58.0,5.0,0.0,2.0,49848.859999999986,Spain,Female,0,1,1
281,637.0,44.0,3.0,121765.37,2.0,166516.83999999997,Germany,Female,1,1,1
282,819.0,39.0,9.0,0.0,1.0,144413.92,Spain,Female,1,0,0
283,740.0,36.0,2.0,0.0,1.0,195192.4,Spain,Male,1,0,1
284,698.0,55.0,8.0,161889.78999999998,1.0,46791.09,Germany,Male,0,1,1
285,769.0,27.0,2.0,0.0,2.0,65868.27999999998,Spain,Male,1,0,1
286,707.0,58.0,7.0,0.0,1.0,168650.4,Spain,Female,1,1,1
287,629.0,39.0,5.0,142711.81,2.0,147797.54,Germany,Female,0,0,1
288,594.0,35.0,2.0,87967.42,2.0,79972.09,Germany,Female,1,0,1
289,799.0,38.0,9.0,75263.69999999998,1.0,164248.33,France,Female,1,0,1
290,567.0,38.0,8.0,127678.8,2.0,45422.89,France,Male,1,0,1
291,484.0,35.0,5.0,0.0,1.0,125979.36,France,Female,1,1,1
292,779.0,41.0,10.0,99786.2,1.0,60176.1,Germany,Female,0,0,1
293,460.99999999999994,28.0,7.0,169649.73,2.0,198376.02,Spain,Male,1,1,0
294,755.0,38.0,1.0,82083.52,1.0,10333.78000000001,Germany,Female,0,1,1
295,584.0,35.0,8.0,149995.72000000003,1.0,30414.170000000002,France,Female,1,0,1
296,548.0,36.0,2.0,0.0,1.0,30461.550000000003,France,Male,1,0,1
297,613.0,20.0,3.0,136444.25,1.0,58781.11,Spain,Female,1,1,0
298,654.0,29.0,7.0,0.0,2.0,151316.37,France,Male,1,1,1
299,464.0,33.0,9.0,137649.47,1.0,125167.92,France,Male,1,0,1
300,501.00000000000006,25.0,3.0,0.0,2.0,143954.99,France,Female,1,1,1
301,598.0,64.0,1.0,0.0,2.0,53710.22999999999,France,Male,1,1,1
302,732.0,26.0,5.0,0.0,2.0,19653.08000000001,France,Male,0,1,1
303,611.0,34.0,3.0,0.0,2.0,41724.719999999994,Spain,Male,1,0,1
304,736.0,29.0,5.0,0.0,2.0,67484.16,France,Female,1,1,1
305,608.0,38.0,2.0,130461.02,1.0,56185.05000000001,Germany,Female,0,1,1
306,607.0,33.0,7.0,0.0,1.0,138504.28,Spain,Female,0,0,0
307,765.0,37.0,7.0,120092.52,2.0,138280.17,Spain,Male,1,0,1
308,696.0,49.0,5.0,142084.04,1.0,139889.15,Germany,Female,1,0,0
309,614.0,31.0,7.0,111927.45,1.0,118029.09000000001,Germany,Male,1,1,1
310,551.0,36.0,5.0,0.0,2.0,26019.58999999999,France,Female,0,1,1
311,521.0,29.0,3.0,60280.62000000001,1.0,109523.88,France,Male,1,0,1
312,580.0,35.0,1.0,146311.58000000002,1.0,55835.659999999996,France,Male,0,0,1
313,718.0,35.0,1.0,100829.94000000002,1.0,179012.30000000002,Germany,Female,0,1,1
314,708.0,42.0,7.0,128601.98,2.0,179565.57,France,Male,1,1,1
315,684.0,32.0,0.0,138171.1,2.0,49653.37,Germany,Female,1,1,1
316,602.0,43.0,8.0,0.0,3.0,182627.25,France,Male,1,1,0
317,596.0,29.0,3.0,152265.43,1.0,10928.300000000003,France,Male,1,0,1
318,555.0,31.0,1.0,0.0,2.0,131281.28,Spain,Male,1,1,1
319,545.0,26.0,7.0,121365.39,1.0,177966.24000000002,France,Male,1,0,1
320,642.0,36.0,8.0,0.0,2.0,96442.86,France,Female,0,0,1
321,687.0,26.0,2.0,120727.97,2.0,15832.430000000008,Germany,Female,1,1,1
322,612.0,52.0,3.0,154962.99000000002,1.0,193785.87,Spain,Male,1,0,0
323,648.0,44.0,5.0,101430.3,1.0,93429.95,France,Female,1,1,1
324,699.0,49.0,2.0,92246.14,2.0,120852.85,Germany,Male,1,1,1
325,796.0,23.0,2.0,114440.24,2.0,125449.47,Germany,Male,1,1,1
326,606.0,70.99999999999999,8.0,123935.35,3.0,166305.16,France,Male,1,1,1
327,619.0,57.0,5.0,0.0,1.0,72402.0,Spain,Female,1,0,0
328,758.0000000000001,40.0,1.0,0.0,2.0,25723.729999999996,Spain,Male,0,0,1
329,667.0,42.0,10.0,0.0,1.0,89103.05,Spain,Male,1,1,1
330,798.0,34.0,3.0,52436.2,1.0,131660.31,Germany,Male,1,0,1
331,775.0,66.0,7.0,190238.93,1.0,191263.76000000004,Spain,Male,1,1,1
332,441.0,28.0,3.0,139986.65,1.0,89017.38,France,Male,1,0,1
333,695.0,63.0,1.0,91219.29,1.0,179673.11,France,Female,1,1,0
334,640.0,55.0,10.0,0.0,1.0,91943.94,Spain,Male,0,1,1
335,678.0,43.0,7.0,0.0,3.0,58268.2,Spain,Male,0,0,0
