,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,y
53,27.0,321737.28,9.0,0.0,0.0,25.0,0.0
54,48.0,172279.72,9.0,0.0,0.0,40.0,0.0
55,25.0,278370.2,9.0,0.0,0.0,40.0,0.0
56,23.0,259400.67,9.0,0.0,0.0,28.0,0.0
57,17.0,355967.25,4.0,0.0,0.0,40.0,0.0
58,42.0,114252.3,13.0,0.0,0.0,40.0,0.0
59,40.0,181018.12,9.0,0.0,0.0,40.0,0.0
60,21.0,198184.97,9.0,0.0,0.0,40.0,0.0
61,40.0,201768.06,10.0,0.0,0.0,40.0,0.0
62,42.0,106915.11,10.0,0.0,0.0,42.0,0.0
63,34.0,189816.05,10.0,0.0,0.0,40.0,1.0
64,17.0,47260.11,6.0,0.0,0.0,20.0,0.0
65,57.938454,160203.3,9.0,0.0,0.0,50.0,1.0
66,26.656311,168639.36,9.0,0.0,0.0,50.0,0.0
67,66.0,89310.0,4.0,0.0,0.0,40.0,0.0
68,47.0,133953.8,10.0,0.0,0.0,40.0,0.0
69,44.0,48162.535,15.0,0.0,0.0,44.0,1.0
70,44.0,346738.8,9.0,0.0,0.0,15.0,0.0
71,29.0,23397.89,11.0,0.0,0.0,35.0,0.0
72,23.0,104730.44,9.0,0.0,0.0,40.0,0.0
73,55.0,185244.98,9.0,0.0,0.0,40.0,0.0
74,47.0,112367.21,13.0,0.0,0.0,35.0,1.0
75,53.0,218866.67,10.0,0.0,0.0,30.0,0.0
76,51.0,243313.8,9.0,0.0,0.0,40.0,0.0
77,52.0,141745.8,13.0,0.0,0.0,40.0,1.0
78,40.0,386036.38,10.0,0.0,0.0,40.0,0.0
79,51.0,182649.23,11.0,0.0,0.0,40.0,1.0
80,26.0,277786.25,6.0,0.0,0.0,40.0,0.0
81,61.0,207079.25,13.0,0.0,0.0,60.0,1.0
82,26.0,65867.76,6.220623,0.0,0.0,16.0,0.0
83,40.0,138949.72,9.0,0.0,0.0,70.30719,0.0
84,40.0,198776.31,13.0,0.0,0.0,40.0,0.0
85,26.0,48182.63,13.0,0.0,0.0,40.0,0.0
86,55.0,170522.06,9.0,0.0,0.0,40.0,0.0
87,59.0,166473.69,10.0,0.0,0.0,40.0,1.0
88,27.0,254673.52,9.0,0.0,1935.4158,40.0,0.0
89,26.0,49315.625,7.0,0.0,0.0,40.0,0.0
90,43.385693,373019.62,10.0,0.0,0.0,40.0,1.0
91,68.75688,342470.22,9.0,0.0,0.0,40.0,1.0
92,19.0,207527.64,9.0,2635.4854,0.0,3.3676252,0.0
93,43.0,183030.62,10.0,0.0,0.0,60.0,0.0
94,26.0,138386.88,14.0,0.0,0.0,40.0,0.0
95,23.0,87409.32,9.0,0.0,0.0,40.0,0.0
96,26.0,259431.17,11.0,99999.0,0.0,40.0,1.0
97,36.0,96387.01,9.0,0.0,0.0,39.687626,0.0
98,39.0,222807.08,15.0,0.0,0.0,40.0,1.0
99,37.0,231869.83,6.0,15024.0,0.0,40.0,0.0
100,36.0,91524.19,11.0,15024.0,0.0,40.0,1.0
101,57.0,73043.84,10.0,99999.0,0.0,40.0,1.0
102,18.0,160200.88,9.0,3103.0,0.0,45.0,0.0
103,42.0,53307.82,9.0,0.0,0.0,43.0,0.0
104,47.0,219449.84,13.0,0.0,0.0,40.0,1.0
105,18.0,174402.5,9.0,0.0,0.0,35.0,0.0
106,47.0,271607.44,13.0,15024.0,0.0,48.0,1.0
107,33.0,23473.81,10.0,0.0,0.0,50.0,0.0
108,68.27342,53667.93,15.0,99999.0,0.0,40.0,1.0
109,42.0,194328.42,10.0,0.0,0.0,50.0,1.0
110,25.0,114040.375,13.0,0.0,0.0,40.0,0.0
111,40.0,74489.94,5.0,0.0,0.0,40.0,0.0
112,46.652702,248306.22,13.0,0.0,0.0,60.0,1.0
113,17.0,264695.5,7.0,0.0,0.0,40.0,0.0
114,48.0,202765.11,13.0,0.0,0.0,40.0,0.0
115,28.0,290816.53,9.0,0.0,0.0,45.0,0.0
116,51.0,113094.67,10.0,0.0,0.0,60.0,1.0
117,43.0,445421.6,13.627958,0.0,0.0,60.0,0.0
118,41.0,79480.555,9.0,0.0,0.0,40.0,0.0
119,39.0,134772.47,9.0,0.0,0.0,50.0,0.0
120,34.0,34423.816,9.0,0.0,0.0,60.0,0.0
121,26.0,166534.58,9.0,0.0,0.0,55.0,0.0
122,32.0,192914.14,13.0,0.0,0.0,40.0,0.0
123,46.0,111146.76,6.0,0.0,0.0,40.0,0.0
124,40.0,139292.34,10.0,0.0,0.0,37.0,0.0
125,66.0,159557.66,2.0,0.0,0.0,30.0,0.0
126,52.0,263825.47,9.0,7688.0,0.0,40.0,0.0
127,22.0,197471.67,10.0,0.0,0.0,30.0,0.0
128,42.0,190860.16,10.0,0.0,0.0,40.0,1.0
129,26.0,151809.94,10.0,0.0,0.0,55.0,0.0
130,20.0,118751.13,10.0,0.0,0.0,25.0,0.0
131,37.0,102957.9,13.0,7472.119,0.0,40.0,1.0
132,21.0,195467.28,4.0,0.0,0.0,50.0,0.0
133,34.0,303201.2,13.0,0.0,0.0,45.0,0.0
134,28.0,172121.77,8.0,0.0,0.0,40.0,0.0
135,52.0,118400.06,13.0,0.0,0.0,40.0,0.0
136,41.0,105638.4,10.0,0.0,0.0,40.0,1.0
137,22.0,263380.2,9.0,0.0,0.0,40.0,0.0
138,20.0,84561.73,9.0,0.0,0.0,40.0,0.0
139,32.0,405235.53,11.0,0.0,0.0,20.0,0.0
140,50.0,136149.0,10.0,0.0,0.0,35.0,0.0
141,44.0,190971.72,9.0,0.0,0.0,40.0,0.0
142,26.0,391767.38,13.0,0.0,0.0,40.0,0.0
143,17.0,35723.418,2.0,0.0,0.0,40.0,0.0
144,20.0,249005.77,13.0,0.0,0.0,20.0,0.0
145,37.0,128964.516,11.0,0.0,0.0,35.0,0.0
146,38.0,194906.28,11.0,0.0,0.0,40.0,0.0
147,18.0,143341.86,9.0,0.0,0.0,30.0,0.0
148,50.0,252343.73,2.0,0.0,0.0,40.0,0.0
149,43.570755,232812.67,9.0,0.0,0.0,40.0,0.0
150,23.0,142803.27,10.0,0.0,0.0,40.0,1.0
151,42.0,177406.92,9.0,0.0,0.0,36.0,0.0
152,47.0,327665.06,9.0,99999.0,0.0,45.0,1.0
153,23.0,96724.48,10.0,0.0,0.0,40.0,0.0
154,39.0,32618.488,10.0,0.0,0.0,45.0,1.0
155,55.0,209862.52,13.0,0.0,0.0,40.0,0.0
156,24.0,32357.713,9.0,0.0,0.0,38.0,0.0
157,40.0,132661.19,6.0,0.0,0.0,40.0,0.0
158,28.0,36908.504,14.0,0.0,0.0,40.0,0.0
159,55.0,174478.47,10.0,0.0,0.0,20.0,0.0
160,30.0,193670.69,13.0,0.0,0.0,40.0,0.0
161,40.0,88705.42,9.0,65707.055,0.0,40.0,1.0
162,60.0,128131.984,10.0,0.0,0.0,40.0,0.0
163,35.0,290117.75,9.0,0.0,0.0,40.0,0.0
164,17.0,164236.72,10.0,0.0,0.0,25.0,0.0
165,43.0,232904.03,10.0,15024.0,0.0,40.0,0.0
166,39.0,153051.88,13.0,0.0,0.0,51.11736,1.0
167,46.0,126711.375,9.0,0.0,0.0,69.28837,0.0
168,45.0,246932.58,15.0,99999.0,0.0,58.425354,0.0
169,31.0,58139.92,9.0,0.0,0.0,40.0,0.0
170,44.0,256881.53,16.0,0.0,0.0,40.0,1.0
171,61.0,109096.664,9.0,0.0,0.0,40.0,0.0
172,62.0,114096.72,13.0,0.0,0.0,40.0,1.0
173,34.0,97696.63,10.0,0.0,0.0,40.0,1.0
174,34.0,195080.73,10.0,15024.0,0.0,40.0,1.0
175,56.0,94086.08,13.0,0.0,0.0,40.0,1.0
176,54.0,252110.11,9.0,0.0,0.0,40.0,0.0
177,33.0,281029.06,9.0,0.0,0.0,40.0,0.0
178,33.0,226304.42,16.0,0.0,0.0,55.0,1.0
179,52.0,93335.125,14.0,0.0,0.0,45.0,1.0
180,51.0,266482.75,9.0,0.0,0.0,35.0,0.0
181,27.0,226348.0,9.0,0.0,0.0,45.0,0.0
182,39.0,99884.75,9.0,0.0,0.0,45.0,1.0
183,47.0,139015.8,9.0,0.0,0.0,40.0,0.0
184,55.0,164966.84,9.0,0.0,0.0,40.0,0.0
185,26.0,150617.95,4.0,0.0,0.0,20.0,0.0
186,60.0,219094.72,9.0,0.0,2205.4646,40.0,0.0
187,35.0,160602.94,9.0,0.0,0.0,40.0,0.0
188,36.0,284066.7,7.0,0.0,0.0,40.0,0.0
189,40.0,38582.207,9.0,0.0,0.0,74.634224,0.0
190,24.0,187831.1,13.0,0.0,0.0,40.0,0.0
191,21.0,158563.4,9.0,99999.0,0.0,40.0,1.0
192,43.0,307811.9,2.0,0.0,0.0,40.0,0.0
193,58.0,151807.02,13.0,0.0,0.0,50.0,1.0
194,43.0,188263.33,9.0,0.0,0.0,40.0,1.0
195,30.0,172305.8,9.0,0.0,0.0,18.0,0.0
196,57.0,160759.44,9.0,0.0,0.0,40.0,1.0
197,38.0,165823.06,9.0,0.0,0.0,40.0,0.0
198,36.0,189902.67,13.0,0.0,0.0,40.0,0.0
199,45.0,61555.39,9.0,0.0,0.0,40.0,0.0
200,24.0,211785.31,9.0,0.0,0.0,40.0,0.0
201,36.0,321812.5,13.0,0.0,0.0,60.0,0.0
202,43.0,185755.0,9.0,0.0,0.0,44.0,1.0
203,28.0,55691.633,9.0,0.0,0.0,40.0,0.0
204,56.0,47387.71,9.0,0.0,0.0,40.0,0.0
205,58.0,134108.6,9.0,0.0,0.0,40.0,0.0
206,56.0,171712.64,13.0,0.0,0.0,40.0,1.0
207,17.0,398208.4,9.0,0.0,0.0,40.0,0.0
208,20.0,605743.56,10.0,0.0,0.0,9.931862,0.0
209,29.0,47838.59,10.0,0.0,0.0,40.0,0.0
210,33.0,250533.72,10.0,0.0,0.0,20.0,0.0
211,44.0,582624.3,7.0,0.0,0.0,40.0,0.0
212,43.0,241378.42,10.0,0.0,0.0,50.0,0.0
213,51.0,44710.34,7.0,0.0,0.0,40.0,0.0
214,44.0,352336.28,14.0,0.0,0.0,20.0,1.0
215,17.0,666131.0,3.0,0.0,0.0,30.0,0.0
216,38.0,230978.6,7.0,0.0,0.0,80.0,0.0
217,50.0,165211.48,9.0,0.0,0.0,40.0,0.0
218,46.0,220885.62,7.0,0.0,0.0,65.0,0.0
219,48.0,104480.68,10.0,0.0,0.0,50.0,1.0
220,64.0,110783.484,5.0,0.0,0.0,20.0,0.0
221,39.0,180829.8,9.0,0.0,0.0,40.0,0.0
222,43.0,101343.21,14.0,0.0,0.0,60.0,0.0
223,65.0,236251.38,13.0,0.0,0.0,40.0,1.0
224,20.0,187343.6,9.0,0.0,0.0,40.0,0.0
225,32.0,39222.805,13.0,0.0,0.0,40.0,0.0
226,56.0,148720.2,13.0,0.0,0.0,30.0,1.0
227,41.0,139293.52,13.0,0.0,0.0,48.0,0.0
228,40.0,226741.11,9.0,0.0,0.0,30.0,0.0
229,46.0,511868.47,9.0,0.0,0.0,45.0,1.0
230,31.0,188161.4,9.0,0.0,0.0,42.38611,0.0
231,35.0,102720.56,9.0,0.0,0.0,61.849762,0.0
232,44.0,153072.9,10.0,0.0,0.0,39.200275,1.0
233,46.0,108984.39,13.0,5340.3516,0.0,40.0,1.0
234,32.0,32576.18,13.0,0.0,0.0,50.0,1.0
235,33.0,228754.02,10.0,0.0,0.0,40.0,0.0
236,50.0,177315.48,10.0,0.0,2229.1064,45.0,1.0
237,38.0,124444.04,13.0,0.0,0.0,60.0,0.0
238,55.0,155460.28,9.0,0.0,0.0,45.0,1.0
239,41.0,187722.78,13.0,0.0,0.0,45.0,1.0
240,49.0,182827.83,13.0,0.0,0.0,40.0,0.0
241,27.0,110647.12,9.0,0.0,0.0,30.0,0.0
242,17.0,102796.74,9.0,0.0,0.0,40.0,0.0
243,40.282616,32853.668,10.0,0.0,0.0,40.0,1.0
244,47.0,228078.77,9.0,0.0,0.0,40.0,0.0
245,34.0,343089.44,9.0,0.0,0.0,40.0,0.0
246,49.0,108233.59,1.7139401,0.0,0.0,40.0,0.0
247,40.0,76249.64,9.0,0.0,0.0,40.0,0.0
248,43.0,134747.48,13.0,0.0,0.0,40.0,0.0
249,57.085068,162177.28,10.0,0.0,0.0,50.0,0.0
250,48.0,121173.84,2.0,0.0,0.0,72.0,1.0
251,36.0,126428.05,6.0,0.0,0.0,35.36593,0.0
252,22.0,252833.4,9.0,0.0,0.0,24.0,0.0
253,17.0,155981.31,9.0,0.0,0.0,40.0,0.0
254,59.0,290984.1,9.0,0.0,1838.9235,43.0,0.0
255,73.0,171955.64,5.0,15024.0,0.0,40.0,1.0
256,42.0,56474.656,9.0,0.0,0.0,40.0,1.0
257,53.0,241299.22,10.0,0.0,0.0,40.0,1.0
258,20.0,207131.67,14.0,15024.0,0.0,40.0,1.0
259,47.779987,241975.22,10.0,0.0,0.0,50.0,0.0
260,47.0,209825.0,10.0,0.0,0.0,40.0,0.0
261,49.0,167763.9,14.0,0.0,0.0,15.0,0.0
262,25.0,219246.53,3.0,0.0,0.0,40.0,0.0
263,45.0,308085.03,14.0,0.0,0.0,40.0,0.0
264,47.0,106258.984,13.0,0.0,0.0,40.0,1.0
265,45.0,162870.98,14.0,74241.664,0.0,40.0,1.0
266,36.0,337563.25,10.0,0.0,0.0,40.0,0.0
267,61.0,197610.19,9.0,0.0,2497.56,12.0,1.0
268,34.0,225294.64,13.0,0.0,0.0,50.0,1.0
269,28.678148,196164.83,9.0,0.0,0.0,24.0,0.0
270,45.0,126773.02,9.0,0.0,0.0,35.0,0.0
271,49.0,36439.457,9.0,0.0,0.0,70.0,0.0
272,35.0,213131.7,9.0,0.0,0.0,30.0,0.0
273,31.0,127193.836,9.0,0.0,0.0,35.0,0.0
274,32.0,188869.02,9.0,0.0,0.0,45.0,0.0
275,35.0,100535.51,13.0,0.0,0.0,40.0,0.0
276,50.0,121287.57,11.0,90302.65,0.0,40.0,1.0
277,45.0,145692.45,9.0,0.0,0.0,50.0,0.0
278,43.0,95504.89,9.0,0.0,0.0,40.0,0.0
279,35.0,226268.6,10.0,0.0,0.0,36.0,0.0
280,25.0,108475.414,9.0,0.0,0.0,20.0,0.0
281,26.0,187053.69,9.0,0.0,0.0,40.0,0.0
282,47.0,263072.38,10.0,0.0,1978.6888,20.0,0.0
283,43.0,161320.47,10.0,0.0,0.0,40.0,1.0
284,45.0,163784.33,10.0,0.0,0.0,40.0,0.0
285,38.0,152502.75,10.0,0.0,0.0,40.0,0.0
286,48.0,202815.55,7.0,0.0,0.0,40.0,0.0
287,24.0,200677.8,9.0,0.0,0.0,60.0,0.0
288,33.0,61096.605,9.0,0.0,0.0,50.0,0.0
289,44.0,176762.97,14.0,0.0,0.0,60.0,1.0
290,41.0,48295.168,13.0,0.0,0.0,45.0,0.0
291,32.0,74226.42,15.0,0.0,0.0,50.0,1.0
292,36.0,148450.22,10.0,0.0,0.0,60.5363,0.0
293,61.81297,215410.38,13.0,15024.0,0.0,35.0,1.0
294,56.0,180398.03,9.0,0.0,0.0,40.0,0.0
295,41.0,67888.7,9.0,0.0,0.0,40.0,0.0
296,30.0,270408.72,10.0,0.0,0.0,50.0,0.0
297,27.0,192240.81,9.0,0.0,0.0,20.0,0.0
298,36.0,136303.27,10.0,0.0,0.0,40.0,0.0
299,27.0,246110.98,12.0,0.0,0.0,40.0,0.0
300,31.0,26509.156,10.0,0.0,0.0,30.0,0.0
301,53.0,117248.95,9.0,0.0,0.0,40.0,0.0
302,33.0,69067.77,10.0,0.0,0.0,50.0,0.0
303,29.0,275904.44,6.0,0.0,0.0,40.0,0.0
304,28.0,118966.26,10.0,0.0,0.0,40.0,0.0
305,51.0,190282.6,12.0,0.0,0.0,65.0,0.0
306,33.0,54316.03,9.0,3103.0,0.0,40.0,0.0
307,53.0,163267.89,9.0,0.0,0.0,40.0,0.0
308,40.0,37166.586,9.0,0.0,0.0,16.559723,0.0
309,35.0,212886.33,9.0,0.0,0.0,40.0,0.0
310,20.0,171822.16,9.0,0.0,0.0,40.0,0.0
311,41.0,101210.94,10.0,0.0,0.0,40.0,1.0
312,29.0,306735.56,4.0,0.0,0.0,40.0,0.0
313,23.0,392514.12,7.0,0.0,0.0,10.258755,0.0
314,31.0,344944.1,7.0,0.0,0.0,40.0,0.0
315,50.0,144888.25,14.0,0.0,0.0,40.0,1.0
316,22.0,108611.1,9.0,0.0,0.0,8.622028,0.0
317,62.0,126044.95,9.0,0.0,0.0,40.0,1.0
318,35.0,140954.42,13.0,0.0,0.0,50.0,0.0
319,44.0,334102.16,9.0,0.0,0.0,42.0,0.0
320,29.0,178786.98,10.0,0.0,0.0,35.0,0.0
321,37.0,379661.75,9.0,0.0,0.0,50.0,0.0
322,29.0,189300.36,13.0,0.0,0.0,30.0,0.0
323,28.0,210097.47,10.0,0.0,0.0,40.0,0.0
324,36.0,71809.414,9.0,0.0,0.0,25.0,0.0
325,59.0,202978.39,10.0,0.0,0.0,40.0,0.0
326,44.0,121708.83,9.0,0.0,0.0,40.0,0.0
327,23.0,34032.92,10.0,0.0,0.0,40.0,0.0
328,61.0,400870.12,13.0,99999.0,0.0,40.0,1.0
329,35.0,322715.84,7.0,0.0,0.0,35.0,0.0
330,63.0,135263.31,9.0,0.0,0.0,40.0,0.0
331,27.0,24692.967,9.0,0.0,0.0,26.61537,0.0
332,24.0,177763.36,3.0,0.0,0.0,40.0,0.0
333,45.0,205596.4,9.0,0.0,0.0,50.0,0.0
334,48.0,229503.62,9.0,0.0,0.0,80.0,1.0
335,37.0,162111.77,12.0,0.0,0.0,25.0,0.0
336,19.0,224449.55,10.0,0.0,0.0,40.0,0.0
337,21.0,166709.64,10.0,0.0,0.0,24.0,0.0
338,47.0,216306.92,13.0,0.0,0.0,38.0,0.0
339,19.0,198443.69,7.0,0.0,0.0,30.0,0.0
340,47.0,249991.64,9.0,0.0,0.0,40.0,1.0
341,40.0,168974.02,9.0,0.0,0.0,40.0,0.0
342,24.0,224352.28,12.0,0.0,0.0,20.0,0.0
343,44.0,195819.64,13.0,0.0,0.0,40.0,1.0
344,67.0,138299.86,10.0,0.0,0.0,40.0,0.0
345,34.0,241064.11,9.0,0.0,0.0,20.0,0.0
346,32.0,34765.508,14.0,0.0,0.0,40.0,1.0
347,44.0,32333.453,14.0,7688.0,0.0,55.172344,1.0
348,32.0,211258.17,9.0,0.0,0.0,40.0,0.0
349,41.0,254265.95,7.0,0.0,0.0,45.0,0.0
350,51.0,202117.19,10.0,0.0,0.0,40.0,0.0
351,58.0,56613.242,9.0,0.0,0.0,40.0,0.0
352,21.0,193273.92,10.0,0.0,0.0,15.0,0.0
353,64.0,346768.8,10.0,0.0,0.0,36.0,0.0
354,35.0,139716.7,9.0,15024.0,0.0,40.0,0.0
355,35.0,242990.69,9.0,0.0,0.0,40.0,0.0
356,27.0,317308.53,13.0,0.0,0.0,40.0,0.0
357,42.0,35697.73,15.0,0.0,0.0,40.0,1.0
358,47.0,117611.77,6.0,0.0,0.0,40.0,0.0
359,32.0,317757.28,10.0,0.0,0.0,52.0,0.0
360,26.0,67835.875,13.0,0.0,0.0,40.0,0.0
361,79.109955,164788.5,13.0,0.0,0.0,40.0,1.0
362,27.0,24083.1,10.0,0.0,0.0,40.0,0.0
363,26.0,223040.8,13.0,0.0,0.0,40.0,0.0
364,32.0,212176.73,13.0,0.0,0.0,50.0,0.0
365,55.0,148492.86,13.0,0.0,0.0,35.0,1.0
366,33.967564,175311.38,9.0,0.0,0.0,40.0,1.0
367,47.0,204844.38,14.0,0.0,0.0,40.0,1.0
368,54.0,235605.48,12.0,0.0,0.0,40.0,1.0
369,59.0,170417.73,10.0,4793.671,0.0,25.0,1.0
370,46.0,215697.84,10.0,0.0,0.0,60.0,0.0
371,50.0,93348.1,12.0,0.0,0.0,56.41377,0.0
372,36.0,110761.36,10.0,0.0,1902.0,40.0,0.0
373,38.0,129024.61,15.0,0.0,0.0,35.0,1.0
374,34.0,29092.379,9.0,0.0,0.0,50.0,0.0
375,51.0,147880.78,9.0,0.0,0.0,40.0,0.0
376,57.0,137675.9,7.0,0.0,0.0,40.0,0.0
377,20.0,228110.31,7.0,0.0,0.0,37.0,0.0
378,43.0,159234.44,10.0,99999.0,0.0,40.0,1.0
379,22.643194,148829.3,13.0,0.0,0.0,35.0,0.0
380,30.0,303939.28,9.0,0.0,0.0,40.0,0.0
381,36.0,39717.145,9.0,0.0,0.0,65.0,0.0
382,54.0,30575.758,14.0,99999.0,0.0,40.0,1.0
383,27.0,313896.1,9.0,0.0,0.0,20.0,0.0
384,75.15965,31733.115,7.8798165,0.0,0.0,20.0,0.0
385,28.0,57294.21,9.0,0.0,0.0,40.0,0.0
386,31.0,333578.8,9.0,0.0,0.0,40.0,0.0
387,43.0,140630.58,14.0,0.0,0.0,60.0,1.0
388,36.0,171658.2,8.0,0.0,0.0,40.0,0.0
389,60.0,158147.67,4.0,0.0,0.0,40.0,0.0
390,26.0,126038.586,14.0,99999.0,0.0,98.35639,1.0
391,53.0,162960.23,10.0,0.0,0.0,40.0,1.0
392,47.0,178687.38,9.0,0.0,0.0,30.0,0.0
393,50.0,317938.22,10.0,99999.0,0.0,40.0,1.0
394,33.0,153659.97,10.0,0.0,0.0,30.0,0.0
395,47.0,184015.83,11.0,0.0,0.0,40.0,1.0
396,42.0,30193.725,16.0,0.0,0.0,35.0,1.0
397,32.0,105926.83,10.0,0.0,0.0,40.0,1.0
398,19.0,104348.4,9.0,0.0,0.0,35.0,0.0
399,37.0,337724.12,9.0,0.0,0.0,30.0,0.0
400,47.0,128964.13,9.0,0.0,0.0,30.0,0.0
401,33.0,148421.31,12.0,0.0,0.0,45.0,0.0
402,68.0,38866.926,10.0,0.0,0.0,40.0,0.0
403,49.0,252101.0,10.0,0.0,0.0,40.0,1.0
404,30.0,389936.03,9.0,0.0,0.0,45.0,1.0
405,19.0,319885.2,10.0,0.0,0.0,25.0,0.0
406,54.0,172680.75,13.0,0.0,0.0,40.0,0.0
407,27.0,126018.336,9.0,0.0,0.0,40.0,0.0
408,43.0,62076.918,13.0,0.0,0.0,60.0,0.0
409,27.0,54217.848,10.0,0.0,0.0,40.0,0.0
410,66.84306,231678.77,9.0,0.0,0.0,40.0,0.0
411,29.0,344825.94,10.0,0.0,0.0,40.0,0.0
412,23.0,110836.195,9.0,0.0,0.0,40.0,1.0
413,40.288128,166205.6,13.0,0.0,0.0,40.0,0.0
414,33.0,142689.42,9.0,0.0,0.0,40.0,1.0
415,49.0,77045.13,9.0,99999.0,0.0,40.0,1.0
416,55.0,27877.357,4.0,0.0,0.0,55.0,0.0
417,24.0,174804.17,10.0,0.0,0.0,40.0,0.0
418,39.0,139172.72,13.0,0.0,0.0,60.0,1.0
419,45.0,138326.03,11.0,0.0,0.0,40.0,1.0
420,42.0,101578.63,13.0,0.0,2415.0,40.0,1.0
421,34.0,152248.84,13.0,0.0,0.0,20.0,0.0
422,57.0,107391.13,9.0,0.0,0.0,35.0,0.0
423,44.0,84056.3,6.0063543,0.0,0.0,40.0,0.0
424,61.0,183258.84,6.0,0.0,0.0,40.0,1.0
425,33.0,38858.273,9.0,0.0,0.0,40.0,0.0
426,40.0,422766.62,8.0,0.0,1911.7122,30.0,0.0
427,32.0,114550.33,10.0,0.0,0.0,40.0,0.0
428,31.0,311669.75,10.0,0.0,0.0,80.0,0.0
429,57.0,187081.39,9.0,0.0,0.0,40.0,0.0
430,38.0,35061.21,9.0,0.0,0.0,40.0,0.0
431,30.0,70347.52,12.0,0.0,0.0,40.0,0.0
432,34.0,168005.69,13.0,0.0,1748.2026,60.0,1.0
433,45.0,176005.17,9.0,0.0,0.0,40.0,0.0
434,22.0,47775.45,9.0,0.0,0.0,40.0,0.0
435,59.0,220460.94,6.0,0.0,0.0,75.0,0.0
436,35.0,179802.81,10.0,0.0,0.0,30.0,0.0
437,39.0,139390.12,9.0,0.0,0.0,47.23017,0.0
438,44.0,121337.0,9.0,0.0,0.0,55.0,0.0
439,25.0,258071.5,14.0,0.0,0.0,40.0,0.0
440,49.0,349862.34,9.0,0.0,0.0,40.91426,1.0
441,21.0,136148.77,10.0,0.0,0.0,40.0,0.0
442,52.0,192696.84,10.0,0.0,0.0,50.0,0.0
443,36.0,200726.81,10.0,0.0,0.0,40.0,0.0
444,61.0,63748.85,9.0,0.0,0.0,16.912405,0.0
