,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y_true,y_pred
40078,26,179633,10,0,0,40, State-gov, Never-married, Protective-serv, Own-child, White, Male, United-States,0,0
33564,38,195686,9,0,0,25, Self-emp-not-inc, Separated, Exec-managerial, Unmarried, White, Male, United-States,0,0
36965,37,179488,6,0,0,40, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0,0
4260,46,59767,10,0,0,50, Private, Divorced, Sales, Not-in-family, White, Male, United-States,0,0
35438,22,333838,9,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0,0
25922,32,379412,10,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0,0
9180,54,329266,9,0,0,44, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1,0
34197,26,205333,13,0,0,10, State-gov, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0,0
23737,46,247992,4,0,0,40, State-gov, Never-married, Other-service, Not-in-family, Black, Female, United-States,0,0
22692,24,306779,10,0,0,65, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0,0
32255,19,57145,9,0,0,25, Private, Never-married, Other-service, Own-child, White, Female, United-States,0,0
9207,21,198431,9,0,0,40, Private, Never-married, Handlers-cleaners, Not-in-family, White, Female, United-States,0,0
33074,20,208117,10,0,0,18, Private, Never-married, Other-service, Own-child, White, Female, United-States,0,0
47785,46,72896,12,0,0,45, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0,0
14198,61,273803,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0,0
22111,55,171242,9,0,0,60, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1,0
24635,34,176648,9,0,0,42, Private, Divorced, Adm-clerical, Not-in-family, Black, Male, United-States,0,0
22710,29,90934,13,0,0,64, Private, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, Philippines,1,0
34343,41,175883,9,0,0,60, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0,0
20524,43,263502,9,0,0,40, Federal-gov, Divorced, Adm-clerical, Not-in-family, White, Male, United-States,0,0
4617,32,72338,11,0,0,40, Federal-gov, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male, United-States,0,0
34737,71,161342,9,0,0,3, Local-gov, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0,0
33043,21,457162,10,0,0,17, Private, Never-married, Sales, Own-child, Black, Male, United-States,0,0
19033,21,196827,12,0,0,10, State-gov, Never-married, Tech-support, Own-child, White, Male, United-States,0,0
8260,25,187540,10,0,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0,0
5739,20,329530,5,0,0,40, Private, Never-married, Priv-house-serv, Own-child, White, Male, Mexico,0,0
15783,43,211763,16,0,0,24, Federal-gov, Separated, Prof-specialty, Unmarried, Black, Female, United-States,1,0
17220,39,100669,10,0,0,40, Private, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, United-States,0,0
5617,26,306225,13,0,0,40, Private, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, Poland,0,0
24926,62,198686,9,0,0,40, State-gov, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0,0
36807,23,40165,10,0,0,50, Private, Never-married, Prof-specialty, Not-in-family, White, Female, Japan,0,0
21718,22,153805,9,0,0,20, Private, Never-married, Other-service, Unmarried, Other, Male, Puerto-Rico,0,0
22688,49,87928,11,5013,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0,0
48263,62,99470,9,0,0,45, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1,0
42185,43,180138,9,0,0,40, Private, Separated, Craft-repair, Not-in-family, White, Male, United-States,1,0
21547,41,38876,11,0,0,60, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0,0
27848,45,380127,13,0,0,40, Federal-gov, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0,0
10449,17,191910,6,0,0,25, Private, Never-married, Other-service, Own-child, White, Male, United-States,0,0
46760,32,204663,9,0,0,45, Private, Never-married, Transport-moving, Own-child, White, Male, United-States,0,0
41945,27,184493,9,0,1594,25, Private, Separated, Handlers-cleaners, Own-child, White, Female, United-States,0,0
37553,20,163687,10,0,0,40, Private, Never-married, Other-service, Own-child, White, Male, United-States,0,0
20472,28,44216,9,0,0,40, Private, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, United-States,0,0
16472,23,462294,12,0,0,44, Private, Never-married, Other-service, Own-child, Black, Male, United-States,0,0
45585,25,124111,9,0,0,50, Private, Never-married, Machine-op-inspct, Own-child, White, Female, United-States,0,0
37370,55,136819,10,0,0,43, State-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1,0
8011,19,318822,10,0,0,40, Private, Never-married, Adm-clerical, Other-relative, White, Female, United-States,0,0
47469,27,207631,3,0,0,52, Private, Never-married, Machine-op-inspct, Not-in-family, White, Female, Mexico,0,0
16621,53,105788,13,0,0,50, Federal-gov, Divorced, Exec-managerial, Unmarried, Black, Female, United-States,1,0
15113,35,54595,6,0,1980,40, Private, Widowed, Other-service, Not-in-family, Black, Female, United-States,0,0
45592,52,243616,3,4101,0,40, Private, Separated, Craft-repair, Unmarried, Black, Female, United-States,0,0
15660,52,415037,10,0,0,65, Self-emp-inc, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,1,0
6883,57,250201,7,0,0,52, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0,0
21575,39,219155,9,0,0,43, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0,0
24736,17,276718,9,0,0,20, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0,0
32648,55,160631,9,0,0,56, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1,0
36313,24,161415,7,0,0,35, Private, Never-married, Other-service, Other-relative, White, Male, United-States,0,0
477,22,281432,10,0,0,30, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0,0
28226,72,258761,9,0,0,40, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0,0
18397,32,205528,9,0,0,40, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0,0
34061,19,120003,10,0,0,20, Private, Never-married, Adm-clerical, Own-child, White, Female, United-States,0,0
26969,19,144429,10,0,0,10, State-gov, Never-married, Prof-specialty, Own-child, White, Male, United-States,0,0
11977,41,575442,10,0,0,40, Local-gov, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0,0
25381,45,178319,13,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1,0
2534,34,111985,9,0,0,50, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0,0
46774,42,236503,10,0,0,40, Federal-gov, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0,0
35912,37,277347,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1,0
23359,24,424494,13,0,0,30, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0,0
33184,39,130007,10,0,0,40, Private, Divorced, Craft-repair, Unmarried, White, Male, United-States,0,0
24502,45,44791,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0,0
11627,29,253752,6,0,0,40, Private, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States,0,0
357,40,96129,11,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1,0
23457,28,407672,13,0,0,40, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0,0
34059,37,227253,1,0,0,30, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, White, Male, Mexico,0,0
16513,75,218521,10,0,0,30, Self-emp-not-inc, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, United-States,0,0
43720,28,140239,9,0,0,11, State-gov, Separated, Other-service, Own-child, White, Female, United-States,0,0
