,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y_true,y_pred
1268,37,387430,10,0,0,37, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0,0
473,30,303990,9,0,0,60, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0,0
24370,62,132917,10,0,0,20, Private, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States,0,0
14824,43,114043,10,0,0,40, Private, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,0,0
41773,28,212588,10,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0,0
14921,34,313729,10,0,0,50, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0,0
13083,53,35305,13,0,0,57, Local-gov, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0,0
38157,39,112077,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0,0
283,60,173960,13,0,0,42, Private, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,0,0
5741,46,256522,2,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, White, Male, Puerto-Rico,0,0
477,22,281432,10,0,0,30, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0,0
25366,44,222703,4,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, Nicaragua,0,0
29561,49,248895,9,0,0,45, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0,0
29991,35,204163,10,0,0,55, Private, Divorced, Machine-op-inspct, Unmarried, Black, Female, United-States,0,0
41910,61,77072,7,0,0,40, Local-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1,0
31157,25,311124,15,0,0,20, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0,0
32108,20,86143,10,0,0,30, Private, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, United-States,0,0
32840,20,347391,10,0,0,60, Private, Never-married, Protective-serv, Not-in-family, Black, Male, United-States,0,0
17663,45,161954,13,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, White, Female, Germany,0,0
7631,41,253759,9,0,0,40, Private, Never-married, Sales, Unmarried, Black, Female, United-States,0,0
6151,27,39232,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0,0
36807,23,40165,10,0,0,50, Private, Never-married, Prof-specialty, Not-in-family, White, Female, Japan,0,0
29914,33,547886,13,0,0,40, Private, Separated, Exec-managerial, Unmarried, Black, Female, United-States,0,0
35095,44,45363,10,0,0,44, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1,0
21639,33,185336,11,0,0,40, Private, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States,0,0
